Day,Date,Fassala-Mbera sim,Fassala-Mbera data,Fassala-Mbera error,Mentao sim,Mentao data,Mentao error,Bobo-Dioulasso sim,Bobo-Dioulasso data,Bobo-Dioulasso error,Abala sim,Abala data,Abala error,Mangaize sim,Mangaize data,Mangaize error,Niamey sim,Niamey data,Niamey error,Tabareybarey sim,Tabareybarey data,Tabareybarey error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
20,2012-03-20,494,952,0.4811,0,0,0.0,0,0,0.0,33,27,0.2222,42,43,0.0233,1,0,0.0,1,0,0.0,0.23061728395061729,1022,1022,2025,571,0
21,2012-03-21,497,979,0.4923,0,0,0.0,0,0,0.0,33,27,0.2222,42,43,0.0233,1,0,0.0,1,0,0.0,0.23927875243664717,1049,1049,2052,574,0
22,2012-03-22,502,1006,0.501,0,39,1.0,0,15,1.0,33,27,0.2222,42,43,0.0233,1,0,0.0,1,0,0.0,0.26582278481012656,1130,1130,2133,579,0
23,2012-03-23,505,1033,0.5111,4,79,0.9494,1,31,0.9677,33,26,0.2692,42,43,0.0233,1,0,0.0,1,0,0.0,0.29029345372460497,1212,1212,2215,587,0
24,2012-03-24,508,1060,0.5208,14,119,0.8824,2,47,0.9574,33,26,0.2692,42,43,0.0233,1,0,0.0,1,0,0.0,0.30983463881636203,1295,1295,2298,601,0
25,2012-03-25,521,1088,0.5211,21,119,0.8235,10,47,0.7872,33,26,0.2692,42,43,0.0233,1,0,0.0,1,0,0.0,0.3061049011177988,1323,1323,2326,629,0
26,2012-03-26,527,1115,0.5274,29,119,0.7563,13,47,0.7234,33,25,0.32,42,43,0.0233,1,0,0.0,1,0,0.0,0.30739795918367346,1349,1349,2352,646,0
27,2012-03-27,529,1142,0.5368,32,119,0.7311,16,47,0.6596,33,25,0.32,42,43,0.0233,1,0,0.0,1,0,0.0,0.3118957545187053,1376,1376,2379,654,0
28,2012-03-28,541,1169,0.5372,36,119,0.6975,22,48,0.5417,33,24,0.375,42,43,0.0233,1,0,0.0,1,0,0.0,0.3113050706566916,1403,1403,2406,676,0
29,2012-03-29,546,1176,0.5357,44,119,0.6303,25,48,0.4792,33,24,0.375,42,43,0.0233,1,0,0.0,1,0,0.0,0.306672192291753,1410,1410,2413,692,0
30,2012-03-30,556,1183,0.53,54,119,0.5462,28,48,0.4167,33,24,0.375,42,43,0.0233,1,0,0.0,1,0,0.0,0.2991735537190083,1417,1417,2420,715,0
31,2012-03-31,559,1191,0.5306,61,119,0.4874,31,48,0.3542,33,23,0.4348,42,43,0.0233,1,0,0.0,1,0,0.0,0.29666254635352285,1424,1424,2427,728,0
32,2012-04-01,566,1198,0.5275,79,119,0.3361,36,48,0.25,33,28,0.1786,42,44,0.0455,1,1,0.0,1,0,0.0,0.2834903727980336,1438,1438,2441,758,0
33,2012-04-02,567,1213,0.5326,90,119,0.2437,42,48,0.125,47,34,0.3824,49,44,0.1136,1,3,0.6667,40,1,39.0,0.3002028397565923,1462,1462,2465,836,0
34,2012-04-03,569,1229,0.537,99,119,0.1681,46,49,0.0612,51,39,0.3077,48,45,0.0667,2,5,0.6,62,2,30.0,0.3054997992773986,1488,1488,2491,877,0
35,2012-04-04,574,1244,0.5386,113,119,0.0504,51,49,0.0408,53,44,0.2045,49,46,0.0652,2,7,0.7143,72,3,23.0,0.30377733598409545,1512,1512,2515,914,0
36,2012-04-05,583,1260,0.5373,125,119,0.0504,54,49,0.102,57,49,0.1633,49,47,0.0426,2,9,0.7778,77,4,18.25,0.3062992125984252,1537,1537,2540,947,0
37,2012-04-06,588,1275,0.5388,131,119,0.1008,60,49,0.2245,60,54,0.1111,50,48,0.0417,2,11,0.8182,91,5,17.2,0.3170826833073323,1561,1561,2564,982,0
38,2012-04-07,597,1291,0.5376,144,119,0.2101,64,49,0.3061,61,59,0.0339,51,49,0.0408,2,13,0.8462,103,6,16.1667,0.3267670915411356,1586,1586,2589,1022,0
39,2012-04-08,600,1306,0.5406,157,119,0.3193,67,49,0.3673,61,64,0.0469,52,50,0.04,2,15,0.8667,108,7,14.4286,0.3371603520857252,1610,1610,2613,1047,0
40,2012-04-09,606,1322,0.5416,169,123,0.374,70,49,0.4286,62,69,0.1014,52,51,0.0196,2,17,0.8824,118,8,13.75,0.34670704012112036,1639,1639,2642,1079,0
41,2012-04-10,611,1337,0.543,183,126,0.4524,72,50,0.44,62,74,0.1622,54,52,0.0385,2,19,0.8947,126,9,13.0,0.35692883895131083,1667,1667,2670,1110,0
42,2012-04-11,611,1353,0.5484,191,130,0.4692,78,50,0.56,63,79,0.2025,55,53,0.0377,2,21,0.9048,138,10,12.8,0.369025565024083,1696,1696,2699,1138,0
43,2012-04-12,617,1368,0.549,198,133,0.4887,86,50,0.72,63,84,0.25,56,53,0.0566,2,23,0.913,147,11,12.3636,0.3790825688073394,1722,1722,2725,1169,0
44,2012-04-13,623,1384,0.5499,208,137,0.5182,96,50,0.92,68,89,0.236,56,54,0.037,2,25,0.92,154,12,11.8333,0.38707334785766156,1751,1751,2754,1207,0
45,2012-04-14,629,1399,0.5504,212,140,0.5143,101,50,1.02,70,94,0.2553,57,55,0.0364,3,27,0.8889,157,13,11.0769,0.3908665947500899,1778,1778,2781,1229,0
46,2012-04-15,637,1415,0.5498,225,143,0.5734,101,50,1.02,72,99,0.2727,58,56,0.0357,3,29,0.8966,165,14,10.7857,0.3976504093983624,1806,1806,2809,1261,0
47,2012-04-16,645,1427,0.548,242,147,0.6463,100,50,1.0,74,104,0.2885,60,57,0.0526,4,31,0.871,176,15,10.7333,0.4050811573747354,1831,1831,2834,1301,0
48,2012-04-17,652,1439,0.5469,253,150,0.6867,100,50,1.0,76,110,0.3091,60,58,0.0345,4,33,0.8788,181,16,10.3125,0.4092339979013641,1856,1856,2859,1326,0
49,2012-04-18,658,1451,0.5465,257,154,0.6688,100,51,0.9608,78,115,0.3217,58,59,0.0169,5,35,0.8571,184,17,9.8235,0.4090121317157712,1882,1882,2885,1340,0
50,2012-04-19,660,1463,0.5489,261,157,0.6624,100,51,0.9608,81,120,0.325,59,60,0.0167,5,37,0.8649,192,18,9.6667,0.413200412512891,1906,1906,2909,1358,0
51,2012-04-20,668,1475,0.5471,271,161,0.6832,100,51,0.9608,82,125,0.344,59,61,0.0328,5,39,0.8718,201,19,9.5789,0.418200408997955,1931,1931,2934,1386,0
52,2012-04-21,674,1488,0.547,280,164,0.7073,100,51,0.9608,85,130,0.3462,59,62,0.0484,5,41,0.878,208,20,9.4,0.4227779655288949,1956,1956,2959,1411,0
53,2012-04-22,685,1500,0.5433,288,168,0.7143,100,51,0.9608,85,135,0.3704,60,62,0.0323,5,43,0.8837,215,21,9.2381,0.42507542742205834,1980,1980,2983,1438,0
54,2012-04-23,689,1512,0.5443,296,171,0.731,100,51,0.9608,87,140,0.3786,61,63,0.0317,5,45,0.8889,222,22,9.0909,0.42966411706019286,2004,2004,3007,1460,0
55,2012-04-24,696,1524,0.5433,306,175,0.7486,100,51,0.9608,88,145,0.3931,62,64,0.0312,5,47,0.8936,227,23,8.8696,0.4330474934036939,2029,2029,3032,1484,0
56,2012-04-25,705,1536,0.541,316,178,0.7753,100,52,0.9231,90,150,0.4,63,65,0.0308,5,48,0.8958,237,24,8.875,0.4368455497382199,2053,2053,3056,1516,0
57,2012-04-26,714,1548,0.5388,327,182,0.7967,100,52,0.9231,91,155,0.4129,64,66,0.0303,5,50,0.9,240,25,8.6,0.439143135345667,2078,2078,3081,1541,0
58,2012-04-27,716,1560,0.541,336,185,0.8162,100,52,0.9231,97,160,0.3938,64,67,0.0448,5,52,0.9038,246,26,8.4615,0.4431561996779388,2102,2102,3105,1564,0
59,2012-04-28,720,1572,0.542,341,188,0.8138,99,52,0.9038,98,165,0.4061,65,68,0.0441,5,54,0.9074,247,27,8.1481,0.44455097475231703,2126,2126,3129,1575,0
60,2012-04-29,722,1585,0.5445,341,192,0.776,99,52,0.9038,101,170,0.4059,66,69,0.0435,5,56,0.9107,254,28,8.0714,0.4462757527733756,2152,2152,3155,1588,0
61,2012-04-30,728,1597,0.5441,341,195,0.7487,99,52,0.9038,103,175,0.4114,67,70,0.0429,5,58,0.9138,261,29,8.0,0.4473104749921359,2176,2176,3179,1604,0
62,2012-05-01,733,1609,0.5444,341,199,0.7136,99,52,0.9038,108,178,0.3933,67,70,0.0429,5,60,0.9167,265,30,7.8333,0.44611059044048734,2198,2198,3201,1618,0
63,2012-05-02,740,1621,0.5435,341,202,0.6881,99,52,0.9038,108,180,0.4,68,71,0.0423,5,62,0.9194,277,31,7.9355,0.4484792054624457,2219,2219,3222,1638,0
64,2012-05-03,743,1633,0.545,341,206,0.6553,99,53,0.8679,108,182,0.4066,68,71,0.0423,5,64,0.9219,284,31,8.1613,0.4502004316990441,2240,2240,3243,1648,0
65,2012-05-04,748,1637,0.5431,340,209,0.6268,99,53,0.8679,110,184,0.4022,68,72,0.0556,5,66,0.9242,295,32,8.2188,0.45085995085995084,2253,2253,3256,1665,0
66,2012-05-05,756,1641,0.5393,340,213,0.5962,99,53,0.8679,111,186,0.4032,69,72,0.0417,6,68,0.9118,294,33,7.9091,0.44631385744876106,2266,2266,3269,1675,0
67,2012-05-06,761,1644,0.5371,340,216,0.5741,99,53,0.8679,112,189,0.4074,69,73,0.0548,6,70,0.9143,294,34,7.6471,0.44424131627056673,2279,2279,3282,1681,0
68,2012-05-07,771,1648,0.5322,340,220,0.5455,99,53,0.8679,112,191,0.4136,69,73,0.0548,6,72,0.9167,294,35,7.4,0.4403641881638847,2292,2292,3295,1691,0
69,2012-05-08,775,1652,0.5309,339,223,0.5202,99,53,0.8679,112,193,0.4197,70,74,0.0541,7,74,0.9054,295,36,7.1944,0.43833131801692865,2305,2305,3308,1697,0
70,2012-05-09,780,1656,0.529,339,227,0.4934,99,53,0.8679,113,195,0.4205,71,74,0.0405,7,76,0.9079,295,37,6.973,0.43541102077687444,2318,2318,3321,1704,0
71,2012-05-10,789,1659,0.5244,339,230,0.4739,99,54,0.8333,115,197,0.4162,71,75,0.0533,8,78,0.8974,294,38,6.7368,0.43071385722855426,2331,2331,3334,1715,0
72,2012-05-11,797,1663,0.5207,339,233,0.4549,99,54,0.8333,117,199,0.4121,72,75,0.04,8,80,0.9,294,39,6.5385,0.427077106993425,2343,2343,3346,1726,0
73,2012-05-12,801,1667,0.5195,339,237,0.4304,99,54,0.8333,119,202,0.4109,72,75,0.04,9,82,0.8902,297,40,6.425,0.42529761904761904,2357,2357,3360,1736,0
74,2012-05-13,805,1670,0.518,338,240,0.4083,99,54,0.8333,121,204,0.4069,74,76,0.0263,9,84,0.8929,297,41,6.2439,0.4223013048635824,2369,2369,3372,1743,0
75,2012-05-14,812,1674,0.5149,337,244,0.3811,99,54,0.8333,124,206,0.3981,74,76,0.0263,9,86,0.8953,296,42,6.0476,0.41802067946824223,2382,2382,3385,1751,0
76,2012-05-15,819,1678,0.5119,337,247,0.3644,98,54,0.8148,126,208,0.3942,77,77,0.0,9,88,0.8977,296,43,5.8837,0.4140670982931136,2395,2395,3398,1762,0
77,2012-05-16,824,1682,0.5101,337,251,0.3426,98,54,0.8148,127,210,0.3952,78,77,0.013,9,90,0.9,296,44,5.7273,0.4119026678393433,2408,2408,3411,1769,0
78,2012-05-17,830,1685,0.5074,337,254,0.3268,97,55,0.7636,128,212,0.3962,79,78,0.0128,9,92,0.9022,296,45,5.5778,0.4085864485981308,2421,2421,3424,1776,0
79,2012-05-18,833,1689,0.5068,337,258,0.3062,97,55,0.7636,129,215,0.4,82,78,0.0513,10,94,0.8936,296,46,5.4348,0.4075043630017452,2435,2435,3438,1784,0
80,2012-05-19,840,1693,0.5038,337,258,0.3062,97,55,0.7636,129,217,0.4055,84,79,0.0633,11,96,0.8854,294,47,5.2553,0.40574245939675174,2445,2445,3448,1792,0
81,2012-05-20,842,1696,0.5035,337,259,0.3012,96,55,0.7455,131,219,0.4018,85,79,0.0759,11,97,0.8866,294,48,5.125,0.40480324074074076,2453,2453,3456,1796,0
82,2012-05-21,848,1700,0.5012,337,259,0.3012,96,55,0.7455,132,221,0.4027,87,80,0.0875,11,99,0.8889,294,49,5.0,0.4039238315060589,2463,2463,3466,1805,0
83,2012-05-22,856,1704,0.4977,337,260,0.2962,96,55,0.7455,131,223,0.4126,88,80,0.1,11,101,0.8911,294,50,4.88,0.40276179516685845,2473,2473,3476,1813,0
84,2012-05-23,861,1708,0.4959,337,260,0.2962,96,55,0.7455,133,226,0.4115,89,81,0.0988,11,103,0.8932,294,51,4.7647,0.40177803269285917,2484,2484,3487,1821,0
85,2012-05-24,864,1711,0.495,336,261,0.2874,96,55,0.7455,135,228,0.4079,91,81,0.1235,11,105,0.8952,297,52,4.7115,0.4018878718535469,2493,2493,3496,1830,0
86,2012-05-25,873,1715,0.491,336,261,0.2874,96,56,0.7143,135,230,0.413,92,82,0.122,11,107,0.8972,297,53,4.6038,0.3997718848018249,2504,2504,3507,1840,0
87,2012-05-26,884,1719,0.4857,336,262,0.2824,96,56,0.7143,137,232,0.4095,92,82,0.122,11,109,0.8991,297,54,4.5,0.3966448677850441,2514,2514,3517,1853,0
88,2012-05-27,894,1723,0.4811,336,262,0.2824,96,56,0.7143,139,234,0.406,92,83,0.1084,11,111,0.9009,297,55,4.4,0.39381910972497874,2524,2524,3527,1865,0
89,2012-05-28,900,1726,0.4786,336,263,0.2776,96,56,0.7143,140,236,0.4068,93,83,0.1205,11,113,0.9027,297,56,4.3036,0.3925339366515837,2533,2533,3536,1873,0
90,2012-05-29,903,1730,0.478,336,263,0.2776,96,56,0.7143,140,239,0.4142,94,84,0.119,11,115,0.9043,297,57,4.2105,0.39272624753312657,2544,2544,3547,1877,0
91,2012-05-30,908,1734,0.4764,336,264,0.2727,95,56,0.6964,140,241,0.4191,95,84,0.131,11,117,0.906,297,58,4.1207,0.3919032892887265,2554,2554,3557,1882,0
92,2012-05-31,917,1737,0.4721,336,264,0.2727,95,56,0.6964,144,243,0.4074,96,85,0.1294,11,119,0.9076,297,59,4.0339,0.38895120583286596,2563,2563,3566,1896,0
93,2012-06-01,928,1741,0.467,335,265,0.2642,95,57,0.6667,147,245,0.4,98,85,0.1529,12,121,0.9008,295,60,3.9167,0.3846798993570031,2574,2574,3577,1910,0
94,2012-06-02,940,1745,0.4613,335,265,0.2642,95,57,0.6667,151,247,0.3887,100,86,0.1628,12,123,0.9024,295,61,3.8361,0.3813771954279342,2584,2584,3587,1928,0
95,2012-06-03,946,1749,0.4591,333,266,0.2519,95,57,0.6667,155,250,0.38,101,86,0.1744,12,125,0.904,295,62,3.7581,0.3790994997220678,2595,2595,3598,1937,0
96,2012-06-04,954,1757,0.457,332,266,0.2481,95,57,0.6667,158,252,0.373,104,87,0.1954,12,127,0.9055,294,62,3.7419,0.3780116311271116,2608,2608,3611,1949,0
97,2012-06-05,961,1766,0.4558,332,267,0.2434,95,57,0.6667,161,254,0.3661,104,87,0.1954,13,129,0.8992,296,63,3.6984,0.37699944842801986,2623,2623,3626,1962,0
98,2012-06-06,971,1774,0.4526,331,267,0.2397,95,57,0.6667,161,256,0.3711,108,87,0.2414,13,131,0.9008,296,64,3.625,0.37675185490519375,2636,2636,3639,1975,0
99,2012-06-07,984,1783,0.4481,331,268,0.2351,95,57,0.6667,162,258,0.3721,111,88,0.2614,14,133,0.8947,295,65,3.5385,0.37428180574555403,2652,2652,3655,1992,0
100,2012-06-08,991,1792,0.447,330,269,0.2268,94,58,0.6207,167,260,0.3577,114,88,0.2955,14,135,0.8963,295,66,3.4697,0.3723780986107328,2668,2668,3671,2005,0
101,2012-06-09,996,1800,0.4467,330,269,0.2268,94,58,0.6207,168,263,0.3612,117,89,0.3146,14,137,0.8978,295,67,3.403,0.37303309820944114,2683,2683,3686,2014,0
102,2012-06-10,1006,1809,0.4439,330,270,0.2222,94,58,0.6207,170,265,0.3585,118,89,0.3258,14,139,0.8993,295,68,3.3382,0.37152121048365305,2698,2698,3701,2027,0
103,2012-06-11,1014,1817,0.4419,330,270,0.2222,94,58,0.6207,173,267,0.3521,118,90,0.3111,14,141,0.9007,295,69,3.2754,0.3698519515477793,2712,2712,3715,2038,0
104,2012-06-12,1025,1826,0.4387,330,271,0.2177,94,58,0.6207,175,269,0.3494,121,90,0.3444,14,143,0.9021,295,70,3.2143,0.36863270777479895,2727,2727,3730,2054,0
105,2012-06-13,1030,1835,0.4387,330,271,0.2177,94,58,0.6207,177,271,0.3469,123,91,0.3516,14,145,0.9034,294,71,3.1408,0.3684913217623498,2742,2742,3745,2062,0
106,2012-06-14,1039,1843,0.4362,330,272,0.2132,94,58,0.6207,183,274,0.3321,123,91,0.3516,14,146,0.9041,294,72,3.0833,0.36578877361000267,2756,2756,3759,2077,0
107,2012-06-15,1045,1852,0.4357,330,272,0.2132,94,58,0.6207,193,276,0.3007,123,92,0.337,14,148,0.9054,294,73,3.0274,0.3630100688924218,2771,2771,3774,2093,0
108,2012-06-16,1056,1860,0.4323,330,273,0.2088,94,59,0.5932,194,278,0.3022,123,92,0.337,14,150,0.9067,294,74,2.973,0.3607812087622064,2786,2786,3789,2105,0
109,2012-06-17,1063,1869,0.4312,330,273,0.2088,94,59,0.5932,194,280,0.3071,123,93,0.3226,14,152,0.9079,294,75,2.92,0.36041009463722395,2801,2801,3804,2112,0
110,2012-06-18,1071,1878,0.4297,329,274,0.2007,94,59,0.5932,197,282,0.3014,123,93,0.3226,15,154,0.9026,301,76,2.9605,0.36030374443571617,2816,2816,3819,2130,0
111,2012-06-19,1079,1886,0.4279,329,274,0.2007,94,59,0.5932,200,284,0.2958,123,94,0.3085,15,156,0.9038,302,77,2.9221,0.3589877380641795,2830,2830,3833,2142,0
112,2012-06-20,1085,1895,0.4274,328,275,0.1927,94,59,0.5932,204,287,0.2892,123,94,0.3085,16,158,0.8987,301,78,2.859,0.35723564562223953,2846,2846,3849,2151,0
113,2012-06-21,1090,1903,0.4272,328,275,0.1927,94,59,0.5932,206,289,0.2872,123,95,0.2947,17,160,0.8938,299,79,2.7848,0.3559409785141082,2860,2860,3863,2157,0
114,2012-06-22,1095,1912,0.4273,328,276,0.1884,94,59,0.5932,213,291,0.268,123,95,0.2947,17,162,0.8951,299,80,2.7375,0.3543063434760186,2875,2875,3878,2169,0
115,2012-06-23,1098,1921,0.4284,328,276,0.1884,94,60,0.5667,217,293,0.2594,123,96,0.2812,17,164,0.8963,299,81,2.6914,0.35362095531587057,2891,2891,3894,2176,0
116,2012-06-24,1105,1929,0.4272,328,277,0.1841,94,60,0.5667,220,295,0.2542,123,96,0.2812,17,166,0.8976,299,82,2.6463,0.3523541453428864,2905,2905,3908,2186,0
117,2012-06-25,1113,1951,0.4295,327,277,0.1805,94,60,0.5667,230,297,0.2256,123,97,0.268,18,168,0.8929,299,83,2.6024,0.3508638211382114,2933,2933,3936,2204,0
118,2012-06-26,1118,1973,0.4334,327,278,0.1763,94,60,0.5667,237,300,0.21,123,97,0.268,18,170,0.8941,298,84,2.5476,0.35132408575031526,2962,2962,3965,2215,0
119,2012-06-27,1126,1994,0.4353,339,278,0.2194,94,60,0.5667,243,302,0.1954,123,98,0.2551,18,172,0.8953,297,85,2.4941,0.3539579158316633,2989,2989,3992,2240,0
120,2012-06-28,1131,2016,0.439,345,279,0.2366,94,60,0.5667,251,304,0.1743,122,98,0.2449,19,174,0.8908,297,86,2.4535,0.35522388059701493,3017,3017,4020,2259,0
121,2012-06-29,1136,2038,0.4426,345,279,0.2366,94,60,0.5667,265,306,0.134,122,99,0.2323,19,176,0.892,297,87,2.4138,0.35400197628458496,3045,3045,4048,2278,0
122,2012-06-30,1139,2059,0.4468,344,280,0.2286,94,60,0.5667,276,308,0.1039,122,99,0.2323,19,178,0.8933,297,88,2.375,0.3536196319018405,3072,3072,4075,2291,0
123,2012-07-01,1149,2081,0.4479,344,280,0.2286,93,61,0.5246,287,312,0.0801,122,100,0.22,19,189,0.8995,296,88,2.3636,0.35318424890617406,3111,3111,4114,2310,0
124,2012-07-02,1165,2103,0.446,344,281,0.2242,93,61,0.5246,302,315,0.0413,124,101,0.2277,20,201,0.9005,296,88,2.3636,0.35107151456778235,3150,3150,4153,2344,0
125,2012-07-03,1176,2125,0.4466,344,281,0.2242,93,61,0.5246,317,319,0.0063,124,102,0.2157,20,212,0.9057,296,88,2.3636,0.350274397518492,3188,3188,4191,2370,0
126,2012-07-04,1187,2146,0.4469,344,282,0.2199,93,61,0.5246,325,323,0.0062,124,103,0.2039,20,224,0.9107,296,88,2.3636,0.3517730496453901,3227,3227,4230,2389,0
127,2012-07-05,1191,2168,0.4506,344,282,0.2199,93,61,0.5246,337,326,0.0337,124,104,0.1923,20,235,0.9149,296,88,2.3636,0.3573939535973752,3264,3264,4267,2405,0
128,2012-07-06,1199,2190,0.4525,344,283,0.2155,93,61,0.5246,350,330,0.0606,124,106,0.1698,21,247,0.915,296,88,2.3636,0.36118848653667596,3305,3305,4308,2427,0
129,2012-07-07,1203,2211,0.4559,344,283,0.2155,93,61,0.5246,365,333,0.0961,123,107,0.1495,22,258,0.9147,295,88,2.3523,0.3664825046040516,3341,3341,4344,2445,0
130,2012-07-08,1215,2233,0.4559,344,284,0.2113,93,62,0.5,379,337,0.1246,123,108,0.1389,22,270,0.9185,295,88,2.3523,0.3696693272519954,3382,3382,4385,2471,0
131,2012-07-09,1225,2255,0.4568,343,285,0.2035,93,62,0.5,386,340,0.1353,123,109,0.1284,22,281,0.9217,295,88,2.3523,0.37191951164368076,3420,3420,4423,2487,0
132,2012-07-10,1239,2277,0.4559,343,285,0.2035,93,62,0.5,398,344,0.157,123,110,0.1182,22,293,0.9249,295,95,2.1053,0.37256656970239427,3466,3466,4469,2513,0
133,2012-07-11,1253,2298,0.4547,343,286,0.1993,93,62,0.5,408,347,0.1758,122,111,0.0991,23,304,0.9243,295,102,1.8922,0.37203633946377135,3510,3510,4513,2537,0
134,2012-07-12,1258,2320,0.4578,343,286,0.1993,93,62,0.5,424,351,0.208,124,112,0.1071,24,316,0.9241,294,110,1.6727,0.375219298245614,3557,3557,4560,2560,0
135,2012-07-13,1263,2342,0.4607,343,287,0.1951,93,62,0.5,438,352,0.2443,124,113,0.0973,24,316,0.9241,298,117,1.547,0.3780487804878049,3589,3589,4592,2583,0
136,2012-07-14,1271,2363,0.4621,343,287,0.1951,93,62,0.5,450,352,0.2784,124,114,0.0877,24,316,0.9241,302,124,1.4355,0.3802207314434105,3618,3618,4621,2607,0
137,2012-07-15,1282,2385,0.4625,343,288,0.191,93,63,0.4762,461,353,0.3059,124,115,0.0783,24,316,0.9241,302,132,1.2879,0.3795918367346939,3652,3652,4655,2629,0
138,2012-07-16,1299,2385,0.4553,343,288,0.191,93,63,0.4762,469,354,0.3249,124,116,0.069,25,316,0.9209,300,139,1.1583,0.37435677530017153,3661,3661,4664,2653,0
139,2012-07-17,1311,2385,0.4503,343,289,0.1869,93,63,0.4762,474,355,0.3352,124,118,0.0508,25,316,0.9209,299,146,1.0479,0.36941176470588233,3672,3672,4675,2669,0
140,2012-07-18,1320,2396,0.4491,342,289,0.1834,93,63,0.4762,484,356,0.3596,124,119,0.042,25,316,0.9209,299,154,0.9416,0.3679727427597956,3693,3693,4696,2687,0
141,2012-07-19,1324,2406,0.4497,342,290,0.1793,93,63,0.4762,496,357,0.3894,124,120,0.0333,25,316,0.9209,299,161,0.8571,0.36810856658184904,3713,3713,4716,2703,0
142,2012-07-20,1335,2417,0.4477,342,290,0.1793,93,63,0.4762,507,357,0.4202,124,121,0.0248,26,316,0.9177,299,168,0.7798,0.36705385427666315,3732,3732,4735,2726,0
143,2012-07-21,1344,2427,0.4462,342,291,0.1753,93,63,0.4762,511,358,0.4274,124,122,0.0164,26,316,0.9177,299,176,0.6989,0.3641715727502103,3753,3753,4756,2739,0
