#time,date,susceptible,exposed,infectious,recovered,dead,immune,num infections today,num hospitalisations today,hospital bed occupancy,num hospitalisations today (data),cum num hospitalisations today,cum num infections today
1,2/3/2020,689211,1533,1142,826,1,0,439,7,15,0.0,7,439
2,3/3/2020,688748,1657,1312,995,1,0,463,5,19,0.0,12,902
3,4/3/2020,688169,1846,1540,1157,1,0,579,4,23,0.0,16,1481
4,5/3/2020,687462,2157,1732,1361,1,0,707,4,24,0.0,20,2188
5,6/3/2020,686726,2418,1954,1614,1,0,736,6,29,0.0,26,2924
6,7/3/2020,685885,2751,2213,1862,2,0,841,3,30,0.0,29,3765
7,8/3/2020,684929,3066,2554,2161,3,0,956,9,36,0.0,38,4721
8,9/3/2020,683826,3477,2851,2555,4,0,1103,10,42,0.0,48,5824
9,10/3/2020,682623,3920,3184,2979,7,0,1204,7,45,0.0,55,7028
10,11/3/2020,681284,4412,3587,3422,8,0,1339,25,64,0.0,80,8367
11,12/3/2020,679838,4890,4046,3929,10,0,1446,17,78,0.0,97,9813
12,13/3/2020,678770,4834,4560,4538,11,0,1068,18,93,0.0,115,10881
13,14/3/2020,677508,4972,5012,5208,13,0,1262,14,103,0.0,129,12143
14,15/3/2020,676134,5120,5504,5941,14,0,1375,26,125,0.0,155,13518
15,16/3/2020,674675,5286,5957,6776,19,0,1460,22,134,0.0,177,14978
16,17/3/2020,673476,5225,6327,7664,21,0,1199,26,149,0.0,203,16177
17,18/3/2020,672325,5085,6609,8664,30,0,1151,22,151,0.0,225,17328
18,19/3/2020,670999,5135,6807,9740,32,0,1326,34,171,0.0,259,18654
19,20/3/2020,669645,5178,7044,10810,36,0,1354,46,203,0.0,305,20008
20,21/3/2020,668656,4868,7171,11981,37,0,989,43,230,0.0,348,20997
21,22/3/2020,667599,4659,7209,13202,44,0,1057,44,250,0.0,392,22054
22,23/3/2020,666544,4479,7218,14424,48,0,1055,59,287,0.0,451,23109
23,24/3/2020,666020,3857,7165,15615,56,0,524,66,327,0.0,517,23633
24,25/3/2020,665460,3364,6974,16853,62,0,560,65,372,0.0,582,24193
25,26/3/2020,665015,2839,6699,18089,71,0,446,57,394,0.0,639,24639
26,27/3/2020,664493,2516,6369,19259,76,0,522,63,424,0.0,702,25161
27,28/3/2020,664029,2240,5900,20455,89,0,464,57,443,0.0,759,25625
28,29/3/2020,663597,2067,5340,21612,97,0,433,69,467,0.0,828,26058
29,30/3/2020,663224,1898,4861,22615,115,0,373,65,487,0.0,893,26431
30,31/3/2020,662835,1740,4416,23591,131,0,389,73,503,0.0,966,26820
31,1/4/2020,662478,1648,4003,24438,146,0,357,76,526,0.0,1042,27177
32,2/4/2020,662168,1494,3694,25197,160,0,310,59,526,0.0,1101,27487
33,3/4/2020,661880,1397,3367,25885,184,0,288,58,508,0.0,1159,27775
34,4/4/2020,661641,1244,3149,26479,200,0,239,48,499,0.0,1207,28014
35,5/4/2020,661404,1131,2925,27035,218,0,237,47,488,0.0,1254,28251
36,6/4/2020,661172,1033,2682,27594,232,0,233,48,459,0.0,1302,28484
37,7/4/2020,660954,970,2466,28072,251,0,219,54,445,0.0,1356,28703
38,8/4/2020,660763,896,2258,28527,269,0,191,41,418,0.0,1397,28894
39,9/4/2020,660579,845,2103,28900,286,0,184,35,387,0.0,1432,29078
40,10/4/2020,660403,796,1983,29235,296,0,177,27,369,0.0,1459,29255
41,11/4/2020,660255,736,1837,29578,307,0,148,29,347,0.0,1488,29403
42,12/4/2020,660098,692,1698,29898,327,0,157,20,308,0.0,1508,29560
43,13/4/2020,659949,664,1551,30207,342,0,150,23,282,0.0,1531,29710
44,14/4/2020,659834,606,1416,30499,358,0,115,23,252,0.0,1554,29825
45,15/4/2020,659705,568,1339,30735,366,0,130,32,243,0.0,1586,29955
46,16/4/2020,659604,505,1257,30967,380,0,102,22,234,0.0,1608,30057
