#time,date,susceptible,exposed,infectious,recovered,dead,immune,num infections today,num hospitalisations today,hospital bed occupancy,num hospitalisations today (data),cum num hospitalisations today,cum num infections today
1,2/3/2020,689522,1506,1096,833,0,0,437,3,15,0.0,3,437
2,3/3/2020,689072,1624,1273,988,0,0,450,5,19,0.0,8,887
3,4/3/2020,688517,1812,1466,1162,0,0,555,8,26,0.0,16,1442
4,5/3/2020,687901,2002,1690,1363,1,0,616,9,34,0.0,25,2058
5,6/3/2020,687152,2297,1901,1606,1,0,749,9,41,0.0,34,2807
6,7/3/2020,686389,2554,2140,1873,1,0,763,5,44,0.0,39,3570
7,8/3/2020,685516,2865,2407,2168,1,0,873,7,50,0.0,46,4443
8,9/3/2020,684528,3229,2683,2514,3,0,988,7,54,0.0,53,5431
9,10/3/2020,683437,3617,2966,2933,4,0,1091,15,65,0.0,68,6522
10,11/3/2020,682203,4084,3304,3361,5,0,1235,15,74,0.0,83,7757
11,12/3/2020,680891,4445,3788,3828,5,0,1313,19,86,0.0,102,9070
12,13/3/2020,679887,4425,4257,4381,7,0,1004,21,101,0.0,123,10074
13,14/3/2020,678706,4578,4710,4952,11,0,1181,25,118,0.0,148,11255
14,15/3/2020,677484,4675,5159,5626,13,0,1222,16,125,0.0,164,12477
15,16/3/2020,676090,4896,5577,6376,18,0,1394,31,147,0.0,195,13871
16,17/3/2020,674985,4829,5861,7258,24,0,1105,23,152,0.0,218,14976
17,18/3/2020,673802,4826,6116,8189,24,0,1183,35,170,0.0,253,16159
18,19/3/2020,672600,4825,6296,9209,27,0,1202,38,191,0.0,291,17361
19,20/3/2020,671431,4741,6527,10226,32,0,1170,37,209,0.0,328,18531
20,21/3/2020,670416,4583,6672,11252,34,0,1015,46,233,0.0,374,19546
21,22/3/2020,669433,4338,6829,12313,44,0,983,45,253,0.0,419,20529
22,23/3/2020,668437,4226,6799,13447,48,0,996,62,294,0.0,481,21525
23,24/3/2020,667907,3665,6683,14640,62,0,530,48,310,0.0,529,22055
24,25/3/2020,667422,3149,6513,15804,69,0,486,56,343,0.0,585,22541
25,26/3/2020,666961,2760,6200,16955,81,0,461,64,373,0.0,649,23002
26,27/3/2020,666479,2444,5899,18047,88,0,482,69,403,0.0,718,23484
27,28/3/2020,666033,2147,5535,19144,98,0,446,73,438,0.0,791,23930
28,29/3/2020,665662,1925,5096,20164,110,0,371,72,467,0.0,863,24301
29,30/3/2020,665257,1793,4647,21138,122,0,405,78,493,0.0,941,24706
30,31/3/2020,664929,1645,4237,22012,134,0,328,66,520,0.0,1007,25034
31,1/4/2020,664612,1515,3877,22799,154,0,317,53,519,0.0,1060,25351
32,2/4/2020,664327,1378,3517,23566,169,0,285,44,512,0.0,1104,25636
33,3/4/2020,664086,1241,3207,24238,185,0,242,60,506,0.0,1164,25878
34,4/4/2020,663854,1133,2937,24833,200,0,232,60,503,0.0,1224,26110
35,5/4/2020,663655,1029,2716,25335,222,0,199,55,489,0.0,1279,26309
36,6/4/2020,663448,967,2482,25816,244,0,207,32,449,0.0,1311,26516
37,7/4/2020,663272,864,2277,26288,256,0,177,44,438,0.0,1355,26693
38,8/4/2020,663105,804,2053,26714,281,0,167,39,405,0.0,1394,26860
39,9/4/2020,662948,749,1866,27095,299,0,157,33,377,0.0,1427,27017
40,10/4/2020,662800,707,1724,27409,317,0,148,30,352,0.0,1457,27165
41,11/4/2020,662685,641,1564,27728,339,0,117,23,320,0.0,1480,27282
42,12/4/2020,662545,609,1433,28013,357,0,140,28,293,0.0,1508,27422
43,13/4/2020,662419,572,1301,28291,374,0,126,23,267,0.0,1531,27548
44,14/4/2020,662303,541,1186,28542,385,0,117,19,238,0.0,1550,27665
45,15/4/2020,662211,481,1143,28720,402,0,92,18,221,0.0,1568,27757
46,16/4/2020,662113,444,1063,28922,415,0,98,14,206,0.0,1582,27855
47,17/4/2020,662031,409,983,29111,423,0,82,9,183,0.0,1591,27937
48,18/4/2020,661949,386,924,29266,432,0,82,16,169,0.0,1607,28019
49,19/4/2020,661873,355,856,29428,445,0,76,16,155,0.0,1623,28095
50,20/4/2020,661807,331,778,29591,450,0,68,11,142,0.0,1634,28163
51,21/4/2020,661738,307,732,29724,456,0,70,10,130,0.0,1644,28233
52,22/4/2020,661671,292,668,29864,462,0,67,11,122,0.0,1655,28300
53,23/4/2020,661622,263,624,29981,467,0,49,7,110,0.0,1662,28349
54,24/4/2020,661578,231,589,30090,469,0,44,10,103,0.0,1672,28393
55,25/4/2020,661531,208,552,30193,473,0,47,9,90,0.0,1681,28440
56,26/4/2020,661494,190,505,30290,478,0,37,7,80,0.0,1688,28477
57,27/4/2020,661465,165,472,30371,484,0,29,10,75,0.0,1698,28506
58,28/4/2020,661438,142,437,30455,485,0,27,7,71,0.0,1705,28533
59,29/4/2020,661411,123,413,30519,491,0,27,4,64,0.0,1709,28560
60,30/4/2020,661382,125,358,30598,494,0,30,9,66,0.0,1718,28590
61,1/5/2020,661352,123,328,30659,495,0,30,11,70,0.0,1729,28620
62,2/5/2020,661337,101,300,30721,498,0,15,5,65,0.0,1734,28635
63,3/5/2020,661316,96,273,30770,502,0,22,6,59,0.0,1740,28657
64,4/5/2020,661293,100,240,30821,503,0,24,2,57,0.0,1742,28681
65,5/5/2020,661275,88,232,30857,505,0,18,5,54,0.0,1747,28699
66,6/5/2020,661264,71,221,30894,507,0,11,6,51,0.0,1753,28710
67,7/5/2020,661251,62,195,30941,508,0,14,3,50,0.0,1756,28724
68,8/5/2020,661237,58,181,30971,510,0,14,3,43,0.0,1759,28738
69,9/5/2020,661227,59,158,31000,513,0,11,0,34,0.0,1759,28749
70,10/5/2020,661221,48,144,31030,514,0,7,1,27,0.0,1760,28756
71,11/5/2020,661199,56,132,31053,517,0,22,1,23,0.0,1761,28778
72,12/5/2020,661188,53,122,31076,518,0,12,1,19,0.0,1762,28790
73,13/5/2020,661175,50,120,31093,519,0,13,2,19,0.0,1764,28803
74,14/5/2020,661165,50,109,31112,521,0,10,3,19,0.0,1767,28813
75,15/5/2020,661154,45,105,31129,524,0,11,2,15,0.0,1769,28824
76,16/5/2020,661148,41,97,31147,524,0,6,1,15,0.0,1770,28830
77,17/5/2020,661137,40,92,31164,524,0,11,3,17,0.0,1773,28841
78,18/5/2020,661127,39,88,31179,524,0,10,2,19,0.0,1775,28851
79,19/5/2020,661119,39,83,31192,524,0,9,0,18,0.0,1775,28860
80,20/5/2020,661112,39,74,31206,526,0,7,0,12,0.0,1775,28867
81,21/5/2020,661107,33,73,31218,526,0,5,3,14,0.0,1778,28872
82,22/5/2020,661097,36,70,31227,527,0,10,1,11,0.0,1779,28882
83,23/5/2020,661087,35,70,31238,527,0,11,0,9,0.0,1779,28893
84,24/5/2020,661078,38,62,31252,527,0,9,0,8,0.0,1779,28902
85,25/5/2020,661074,35,58,31263,527,0,4,0,7,0.0,1779,28906
86,26/5/2020,661065,35,58,31271,528,0,9,0,6,0.0,1779,28915
87,27/5/2020,661061,33,50,31284,529,0,4,2,6,0.0,1781,28919
88,28/5/2020,661057,25,51,31295,529,0,4,1,7,0.0,1782,28923
89,29/5/2020,661052,27,41,31307,530,0,6,0,4,0.0,1782,28929
90,30/5/2020,661041,28,48,31310,530,0,11,0,4,0.0,1782,28940
91,31/5/2020,661030,32,46,31318,531,0,11,0,3,0.0,1782,28951
92,1/6/2020,661022,29,52,31323,531,0,8,3,6,0.0,1785,28959
93,2/6/2020,661015,30,50,31331,531,0,7,1,7,0.0,1786,28966
94,3/6/2020,661010,28,50,31338,531,0,6,0,7,0.0,1786,28972
95,4/6/2020,661006,27,47,31346,531,0,5,0,7,0.0,1786,28977
96,5/6/2020,660998,27,44,31357,531,0,8,0,7,0.0,1786,28985
97,6/6/2020,660992,29,47,31358,531,0,7,1,8,0.0,1787,28992
98,7/6/2020,660986,27,49,31364,531,0,6,0,8,0.0,1787,28998
99,8/6/2020,660981,26,44,31373,533,0,5,0,5,0.0,1787,29003
