Day,Date,Fassala-Mbera sim,Fassala-Mbera data,Fassala-Mbera error,Mentao sim,Mentao data,Mentao error,Bobo-Dioulasso sim,Bobo-Dioulasso data,Bobo-Dioulasso error,Abala sim,Abala data,Abala error,Mangaize sim,Mangaize data,Mangaize error,Niamey sim,Niamey data,Niamey error,Tabareybarey sim,Tabareybarey data,Tabareybarey error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
0,2012-02-29,463,463,0.0,0,0,0.0,0,0,0.0,34,34,0.0,43,43,0.0,0,0,0.0,0,0,0.0,0.0,540,540,1543,540,0
1,2012-03-01,463,482,0.0394,0,0,0.0,0,0,0.0,34,34,0.0,43,43,0.0,0,0,0.0,0,0,0.0,0.012163892445582587,559,559,1562,540,0
2,2012-03-02,463,502,0.0777,0,0,0.0,0,0,0.0,34,34,0.0,43,43,0.0,0,0,0.0,0,0,0.0,0.02465233881163085,579,579,1582,540,0
3,2012-03-03,463,521,0.1113,0,0,0.0,0,0,0.0,34,33,0.0303,43,43,0.0,0,0,0.0,0,0,0.0,0.036875,597,597,1600,540,0
4,2012-03-04,465,540,0.1389,0,0,0.0,0,0,0.0,34,33,0.0303,43,43,0.0,0,0,0.0,0,0,0.0,0.04694255713403336,616,616,1619,542,0
5,2012-03-05,466,560,0.1679,0,0,0.0,0,0,0.0,34,33,0.0303,43,43,0.0,0,0,0.0,0,0,0.0,0.057962172056131786,636,636,1639,543,0
6,2012-03-06,468,579,0.1917,0,0,0.0,0,0,0.0,34,32,0.0625,43,43,0.0,0,0,0.0,0,0,0.0,0.06819553409776705,654,654,1657,545,0
7,2012-03-07,467,598,0.2191,0,0,0.0,0,0,0.0,34,32,0.0625,43,43,0.0,0,0,0.0,0,0,0.0,0.07935560859188544,673,673,1676,544,0
8,2012-03-08,467,626,0.254,0,0,0.0,0,0,0.0,34,32,0.0625,43,43,0.0,0,0,0.0,0,0,0.0,0.09448356807511737,701,701,1704,544,0
9,2012-03-09,466,653,0.2864,0,0,0.0,0,0,0.0,34,31,0.0968,43,43,0.0,0,0,0.0,0,0,0.0,0.10982658959537572,727,727,1730,543,0
10,2012-03-10,466,680,0.3147,0,0,0.0,0,0,0.0,34,31,0.0968,43,43,0.0,0,0,0.0,0,0,0.0,0.12350597609561753,754,754,1757,543,0
11,2012-03-11,468,707,0.338,0,0,0.0,0,0,0.0,34,31,0.0968,43,43,0.0,0,0,0.0,0,0,0.0,0.13565022421524664,781,781,1784,545,0
12,2012-03-12,471,734,0.3583,0,0,0.0,0,0,0.0,34,30,0.1333,43,43,0.0,0,0,0.0,0,0,0.0,0.14751381215469614,807,807,1810,548,0
13,2012-03-13,474,761,0.3771,0,0,0.0,0,0,0.0,34,30,0.1333,43,43,0.0,0,0,0.0,0,0,0.0,0.15841045182362548,834,834,1837,551,0
14,2012-03-14,478,789,0.3942,0,0,0.0,0,0,0.0,34,29,0.1724,43,43,0.0,0,0,0.0,0,0,0.0,0.16952789699570817,861,861,1864,555,0
15,2012-03-15,480,816,0.4118,0,0,0.0,0,0,0.0,34,29,0.1724,43,43,0.0,0,0,0.0,0,0,0.0,0.18032786885245902,888,888,1891,557,0
16,2012-03-16,485,843,0.4247,0,0,0.0,0,0,0.0,34,29,0.1724,43,43,0.0,0,0,0.0,0,0,0.0,0.18925964546402502,915,915,1918,562,0
17,2012-03-17,489,870,0.4379,0,0,0.0,0,0,0.0,34,28,0.2143,43,43,0.0,0,0,0.0,0,0,0.0,0.19907407407407407,941,941,1944,566,0
