#time,date,susceptible,exposed,infectious,recovered,dead,immune,num infections today,num hospitalisations today,hospital bed occupancy,num hospitalisations today (data),cum num hospitalisations today,cum num infections today
1,2/3/2020,689617,1573,1200,888,1,0,444,5,18,0.0,5,444
2,3/3/2020,689133,1721,1369,1055,1,0,484,7,25,0.0,12,928
3,4/3/2020,688591,1858,1592,1237,1,0,542,8,33,0.0,20,1470
4,5/3/2020,687912,2134,1772,1459,2,0,680,5,36,0.0,25,2150
5,6/3/2020,687194,2353,2023,1706,3,0,718,7,42,0.0,32,2868
6,7/3/2020,686347,2681,2267,1980,4,0,847,15,53,0.0,47,3715
7,8/3/2020,685433,3023,2518,2299,6,0,917,6,52,0.0,53,4632
8,9/3/2020,684423,3333,2849,2667,7,0,1010,12,59,0.0,65,5642
9,10/3/2020,683298,3744,3173,3053,11,0,1125,16,67,0.0,81,6767
10,11/3/2020,681983,4207,3535,3538,16,0,1315,11,70,0.0,92,8082
11,12/3/2020,680622,4622,3956,4062,17,0,1361,17,83,0.0,109,9443
12,13/3/2020,679510,4640,4480,4632,17,0,1112,15,95,0.0,124,10555
13,14/3/2020,678324,4767,4893,5277,18,0,1186,21,108,0.0,145,11741
14,15/3/2020,677035,4905,5338,5980,21,0,1289,21,121,0.0,166,13030
15,16/3/2020,675641,5119,5768,6727,24,0,1394,30,139,0.0,196,14424
16,17/3/2020,674500,5031,6143,7580,25,0,1141,47,172,0.0,243,15565
17,18/3/2020,673355,4956,6394,8546,28,0,1146,36,193,0.0,279,16711
18,19/3/2020,672089,4960,6625,9573,32,0,1266,34,216,0.0,313,17977
19,20/3/2020,670840,5022,6714,10665,38,0,1249,56,254,0.0,369,19226
20,21/3/2020,669856,4739,6861,11780,43,0,984,50,283,0.0,419,20210
21,22/3/2020,668835,4529,6943,12917,55,0,1021,48,303,0.0,467,21231
22,23/3/2020,667822,4368,6920,14105,64,0,1013,54,327,0.0,521,22244
23,24/3/2020,667301,3788,6817,15301,72,0,522,52,352,0.0,573,22766
24,25/3/2020,666785,3262,6665,16488,79,0,516,56,374,0.0,629,23282
25,26/3/2020,666306,2826,6428,17629,90,0,479,68,404,0.0,697,23761
26,27/3/2020,665848,2456,6137,18739,99,0,458,63,424,0.0,760,24219
27,28/3/2020,665430,2175,5735,19833,106,0,418,63,446,0.0,823,24637
28,29/3/2020,665004,1937,5294,20928,116,0,426,78,485,0.0,901,25063
29,30/3/2020,664614,1769,4814,21949,133,0,390,73,509,0.0,974,25453
30,31/3/2020,664256,1689,4263,22932,139,0,358,56,518,0.0,1030,25811
31,1/4/2020,663932,1575,3879,23734,159,0,324,62,520,0.0,1092,26135
32,2/4/2020,663681,1399,3521,24504,174,0,251,59,522,0.0,1151,26386
33,3/4/2020,663439,1273,3177,25204,186,0,242,65,529,0.0,1216,26628
34,4/4/2020,663196,1161,2969,25750,203,0,243,44,507,0.0,1260,26871
35,5/4/2020,662967,1076,2733,26282,221,0,229,57,499,0.0,1317,27100
36,6/4/2020,662768,971,2544,26754,242,0,199,46,467,0.0,1363,27299
37,7/4/2020,662575,905,2343,27194,262,0,194,41,445,0.0,1404,27493
38,8/4/2020,662399,849,2173,27593,265,0,176,37,423,0.0,1441,27669
