Day,Date,Fassala-Mbera sim,Fassala-Mbera data,Fassala-Mbera error,Mentao sim,Mentao data,Mentao error,Bobo-Dioulasso sim,Bobo-Dioulasso data,Bobo-Dioulasso error,Abala sim,Abala data,Abala error,Mangaize sim,Mangaize data,Mangaize error,Niamey sim,Niamey data,Niamey error,Tabareybarey sim,Tabareybarey data,Tabareybarey error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
0,2012-02-29,462,463,0.0022,0,0,0.0,0,0,0.0,35,34,0.0294,42,43,0.0233,0,0,0.0,0,0,0.0,0.0019442644199611147,540,540,1543,539,0
1,2012-03-01,461,482,0.0436,0,0,0.0,0,0,0.0,35,34,0.0294,42,43,0.0233,0,0,0.0,0,0,0.0,0.0147247119078105,559,559,1562,538,0
2,2012-03-02,460,502,0.0837,0,0,0.0,0,0,0.0,35,34,0.0294,42,43,0.0233,0,0,0.0,0,0,0.0,0.02781289506953224,579,579,1582,537,0
3,2012-03-03,460,521,0.1171,0,0,0.0,0,0,0.0,35,33,0.0606,42,43,0.0233,0,0,0.0,0,0,0.0,0.04,597,597,1600,537,0
4,2012-03-04,461,540,0.1463,0,0,0.0,0,0,0.0,35,33,0.0606,42,43,0.0233,0,0,0.0,0,0,0.0,0.0506485484867202,616,616,1619,538,0
5,2012-03-05,461,560,0.1768,0,0,0.0,0,0,0.0,35,33,0.0606,42,43,0.0233,0,0,0.0,0,0,0.0,0.06223306894447834,636,636,1639,538,0
6,2012-03-06,465,579,0.1969,0,0,0.0,0,0,0.0,35,32,0.0938,42,43,0.0233,0,0,0.0,0,0,0.0,0.0712130356065178,654,654,1657,542,0
7,2012-03-07,466,598,0.2207,0,0,0.0,0,0,0.0,35,32,0.0938,42,43,0.0233,0,0,0.0,0,0,0.0,0.081145584725537,673,673,1676,543,0
8,2012-03-08,467,626,0.254,0,0,0.0,0,0,0.0,35,32,0.0938,42,43,0.0233,0,0,0.0,0,0,0.0,0.09565727699530517,701,701,1704,544,0
9,2012-03-09,468,653,0.2833,0,0,0.0,0,0,0.0,35,31,0.129,42,43,0.0233,0,0,0.0,0,0,0.0,0.10982658959537572,727,727,1730,545,0
10,2012-03-10,469,680,0.3103,0,0,0.0,0,0,0.0,35,31,0.129,42,43,0.0233,0,0,0.0,0,0,0.0,0.12293682413204325,754,754,1757,546,0
11,2012-03-11,474,707,0.3296,0,0,0.0,0,0,0.0,35,31,0.129,42,43,0.0233,0,0,0.0,0,0,0.0,0.13340807174887892,781,781,1784,551,0
12,2012-03-12,475,734,0.3529,0,0,0.0,0,0,0.0,35,30,0.1667,42,43,0.0233,0,0,0.0,0,0,0.0,0.1464088397790055,807,807,1810,552,0
13,2012-03-13,477,761,0.3732,0,0,0.0,0,0,0.0,35,30,0.1667,42,43,0.0233,0,0,0.0,0,0,0.0,0.1578660860097986,834,834,1837,554,0
14,2012-03-14,483,789,0.3878,0,0,0.0,0,0,0.0,35,29,0.2069,42,43,0.0233,0,0,0.0,0,0,0.0,0.16791845493562232,861,861,1864,560,0
15,2012-03-15,484,816,0.4069,0,0,0.0,0,0,0.0,35,29,0.2069,42,43,0.0233,0,0,0.0,0,0,0.0,0.1792702273929138,888,888,1891,561,0
16,2012-03-16,491,843,0.4176,0,0,0.0,0,0,0.0,35,29,0.2069,42,43,0.0233,0,0,0.0,0,0,0.0,0.18717413972888425,915,915,1918,568,0
17,2012-03-17,493,870,0.4333,0,0,0.0,0,0,0.0,35,28,0.25,42,43,0.0233,0,0,0.0,0,0,0.0,0.19804526748971193,941,941,1944,570,0
18,2012-03-18,493,897,0.4504,0,0,0.0,0,0,0.0,35,28,0.25,42,43,0.0233,0,0,0.0,0,0,0.0,0.20903094875697614,968,968,1971,570,0
19,2012-03-19,497,925,0.4627,0,0,0.0,0,0,0.0,35,28,0.25,42,43,0.0233,0,0,0.0,0,0,0.0,0.21810905452726362,996,996,1999,574,0
20,2012-03-20,502,952,0.4727,0,0,0.0,0,0,0.0,35,27,0.2963,42,43,0.0233,0,0,0.0,0,0,0.0,0.22666666666666666,1022,1022,2025,579,0
21,2012-03-21,508,979,0.4811,0,0,0.0,0,0,0.0,35,27,0.2963,42,43,0.0233,0,0,0.0,0,0,0.0,0.23391812865497075,1049,1049,2052,585,0
22,2012-03-22,512,1006,0.4911,0,39,1.0,0,15,1.0,35,27,0.2963,42,43,0.0233,0,0,0.0,0,0,0.0,0.2611345522737928,1130,1130,2133,589,0
23,2012-03-23,515,1033,0.5015,3,79,0.962,2,31,0.9355,35,26,0.3462,42,43,0.0233,0,0,0.0,0,0,0.0,0.28577878103837473,1212,1212,2215,597,0
24,2012-03-24,524,1060,0.5057,7,119,0.9412,3,47,0.9362,35,26,0.3462,42,43,0.0233,0,0,0.0,0,0,0.0,0.30548302872062666,1295,1295,2298,611,0
25,2012-03-25,528,1088,0.5147,12,119,0.8992,7,47,0.8511,35,26,0.3462,42,43,0.0233,0,0,0.0,0,0,0.0,0.30825451418744626,1323,1323,2326,624,0
26,2012-03-26,535,1115,0.5202,19,119,0.8403,10,47,0.7872,35,25,0.4,42,43,0.0233,0,0,0.0,0,0,0.0,0.30952380952380953,1349,1349,2352,641,0
27,2012-03-27,542,1142,0.5254,28,119,0.7647,12,47,0.7447,35,25,0.4,42,43,0.0233,0,0,0.0,0,0,0.0,0.3097940311055065,1376,1376,2379,659,0
28,2012-03-28,548,1169,0.5312,35,119,0.7059,19,48,0.6042,34,24,0.4167,43,43,0.0,0,0,0.0,0,0,0.0,0.3092269326683292,1403,1403,2406,679,0
29,2012-03-29,554,1176,0.5289,41,119,0.6555,22,48,0.5417,34,24,0.4167,43,43,0.0,0,0,0.0,0,0,0.0,0.3050145047658516,1410,1410,2413,694,0
30,2012-03-30,563,1183,0.5241,49,119,0.5882,24,48,0.5,34,24,0.4167,43,43,0.0,0,0,0.0,0,0,0.0,0.2991735537190083,1417,1417,2420,713,0
31,2012-03-31,574,1191,0.5181,55,119,0.5378,28,48,0.4167,34,23,0.4783,43,43,0.0,0,0,0.0,0,0,0.0,0.2933662958384837,1424,1424,2427,734,0
32,2012-04-01,576,1198,0.5192,66,119,0.4454,33,48,0.3125,34,28,0.2143,43,44,0.0227,0,1,1.0,0,0,0.0,0.2859483818107333,1438,1438,2441,752,0
33,2012-04-02,584,1213,0.5185,80,119,0.3277,37,48,0.2292,44,34,0.2941,51,44,0.1591,0,3,1.0,27,1,26.0,0.29411764705882354,1462,1462,2465,823,0
34,2012-04-03,592,1229,0.5183,92,119,0.2269,37,49,0.2449,47,39,0.2051,54,45,0.2,0,5,1.0,42,2,20.0,0.2962665596146126,1488,1488,2491,864,0
35,2012-04-04,598,1244,0.5193,108,119,0.0924,44,49,0.102,48,44,0.0909,54,46,0.1739,0,7,1.0,54,3,17.0,0.29105367793240555,1512,1512,2515,906,0
36,2012-04-05,601,1260,0.523,122,119,0.0252,46,49,0.0612,51,49,0.0408,55,47,0.1702,0,9,1.0,64,4,15.0,0.2929133858267717,1537,1537,2540,939,0
37,2012-04-06,607,1275,0.5239,135,119,0.1345,54,49,0.102,53,54,0.0185,57,48,0.1875,1,11,0.9091,70,5,13.0,0.30187207488299533,1561,1561,2564,977,0
38,2012-04-07,614,1291,0.5244,152,119,0.2773,58,49,0.1837,54,59,0.0847,58,49,0.1837,1,13,0.9231,76,6,11.6667,0.31479335650830437,1586,1586,2589,1013,0
39,2012-04-08,621,1306,0.5245,159,119,0.3361,61,49,0.2449,55,64,0.1406,61,50,0.22,1,15,0.9333,88,7,11.5714,0.32606199770378874,1610,1610,2613,1046,0
40,2012-04-09,631,1322,0.5227,170,123,0.3821,62,49,0.2653,57,69,0.1739,61,51,0.1961,1,17,0.9412,96,8,11.0,0.3319454958364875,1639,1639,2642,1078,0
41,2012-04-10,634,1337,0.5258,178,126,0.4127,66,50,0.32,59,74,0.2027,63,52,0.2115,1,19,0.9474,101,9,10.2222,0.3397003745318352,1667,1667,2670,1102,0
42,2012-04-11,638,1353,0.5285,183,130,0.4077,76,50,0.52,60,79,0.2405,64,53,0.2075,1,21,0.9524,108,10,9.8,0.34901815487217486,1696,1696,2699,1130,0
43,2012-04-12,641,1368,0.5314,201,133,0.5113,85,50,0.7,62,84,0.2619,64,53,0.2075,1,23,0.9565,114,11,9.3636,0.3625688073394495,1722,1722,2725,1168,0
44,2012-04-13,644,1384,0.5347,216,137,0.5766,94,50,0.88,64,89,0.2809,67,54,0.2407,1,25,0.96,123,12,9.25,0.37618010167029775,1751,1751,2754,1209,0
45,2012-04-14,649,1399,0.5361,231,140,0.65,97,50,0.94,64,94,0.3191,68,55,0.2364,2,27,0.9259,130,13,9.0,0.3858324343761237,1778,1778,2781,1241,0
46,2012-04-15,652,1415,0.5392,240,143,0.6783,97,50,0.94,66,99,0.3333,68,56,0.2143,2,29,0.931,137,14,8.7857,0.392310430758277,1806,1806,2809,1262,0
47,2012-04-16,661,1427,0.5368,247,147,0.6803,97,50,0.94,67,104,0.3558,70,57,0.2281,2,31,0.9355,146,15,8.7333,0.39625970359915313,1831,1831,2834,1290,0
48,2012-04-17,661,1439,0.5407,254,150,0.6933,97,50,0.94,67,110,0.3909,71,58,0.2241,2,33,0.9394,156,16,8.75,0.4043371808324589,1856,1856,2859,1308,0
49,2012-04-18,666,1451,0.541,267,154,0.7338,97,51,0.902,68,115,0.4087,71,59,0.2034,2,35,0.9429,164,17,8.6471,0.410051993067591,1882,1882,2885,1335,0
50,2012-04-19,669,1463,0.5427,274,157,0.7452,97,51,0.902,70,120,0.4167,73,60,0.2167,2,37,0.9459,172,18,8.5556,0.41560673771055345,1906,1906,2909,1357,0
51,2012-04-20,677,1475,0.541,281,161,0.7453,96,51,0.8824,70,125,0.44,73,61,0.1967,2,39,0.9487,179,19,8.4211,0.418200408997955,1931,1931,2934,1378,0
52,2012-04-21,689,1488,0.537,293,164,0.7866,96,51,0.8824,72,130,0.4462,75,62,0.2097,2,41,0.9512,186,20,8.3,0.422102061507266,1956,1956,2959,1413,0
53,2012-04-22,697,1500,0.5353,309,168,0.8393,96,51,0.8824,76,135,0.437,76,62,0.2258,2,43,0.9535,190,21,8.0476,0.42641635936976197,1980,1980,2983,1446,0
54,2012-04-23,703,1512,0.5351,320,171,0.8713,96,51,0.8824,76,140,0.4571,79,63,0.254,2,45,0.9556,196,22,7.9091,0.43232457598935814,2004,2004,3007,1472,0
55,2012-04-24,711,1524,0.5335,330,175,0.8857,96,51,0.8824,77,145,0.469,80,64,0.25,2,47,0.9574,204,23,7.8696,0.4363456464379947,2029,2029,3032,1500,0
56,2012-04-25,719,1536,0.5319,337,178,0.8933,96,52,0.8462,79,150,0.4733,80,65,0.2308,3,48,0.9375,217,24,8.0417,0.4397905759162304,2053,2053,3056,1531,0
57,2012-04-26,725,1548,0.5317,337,182,0.8516,96,52,0.8462,81,155,0.4774,81,66,0.2273,3,50,0.94,224,25,7.96,0.44044141512495943,2078,2078,3081,1547,0
58,2012-04-27,727,1560,0.534,337,185,0.8216,96,52,0.8462,86,160,0.4625,81,67,0.209,3,52,0.9423,230,26,7.8462,0.44122383252818037,2102,2102,3105,1560,0
59,2012-04-28,734,1572,0.5331,336,188,0.7872,96,52,0.8462,88,165,0.4667,80,68,0.1765,3,54,0.9444,237,27,7.7778,0.44103547459252157,2126,2126,3129,1574,0
