Day,Date,Fassala-Mbera sim,Fassala-Mbera data,Fassala-Mbera error,Mentao sim,Mentao data,Mentao error,Bobo-Dioulasso sim,Bobo-Dioulasso data,Bobo-Dioulasso error,Abala sim,Abala data,Abala error,Mangaize sim,Mangaize data,Mangaize error,Niamey sim,Niamey data,Niamey error,Tabareybarey sim,Tabareybarey data,Tabareybarey error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
0,2012-02-29,463,463,0.0,0,0,0.0,0,0,0.0,33,34,0.0294,43,43,0.0,0,0,0.0,0,0,0.0,0.0006480881399870382,540,540,1543,539,0
1,2012-03-01,463,482,0.0394,0,0,0.0,0,0,0.0,33,34,0.0294,43,43,0.0,0,0,0.0,1,0,0.0,0.013444302176696543,559,559,1562,540,0
2,2012-03-02,463,502,0.0777,0,0,0.0,0,0,0.0,33,34,0.0294,43,43,0.0,0,0,0.0,1,0,0.0,0.025916561314791402,579,579,1582,540,0
3,2012-03-03,464,521,0.1094,0,0,0.0,0,0,0.0,33,33,0.0,42,43,0.0233,1,0,0.0,1,0,0.0,0.0375,597,597,1600,541,0
4,2012-03-04,465,540,0.1389,0,0,0.0,0,0,0.0,32,33,0.0303,42,43,0.0233,2,0,0.0,1,0,0.0,0.04941321803582458,616,616,1619,542,0
5,2012-03-05,466,560,0.1679,0,0,0.0,0,0,0.0,32,33,0.0303,42,43,0.0233,2,0,0.0,1,0,0.0,0.06040268456375839,636,636,1639,543,0
6,2012-03-06,466,579,0.1952,0,0,0.0,0,0,0.0,32,32,0.0,42,43,0.0233,2,0,0.0,1,0,0.0,0.07060953530476766,654,654,1657,543,0
7,2012-03-07,467,598,0.2191,0,0,0.0,0,0,0.0,32,32,0.0,42,43,0.0233,2,0,0.0,1,0,0.0,0.0805489260143198,673,673,1676,544,0
8,2012-03-08,467,626,0.254,0,0,0.0,0,0,0.0,32,32,0.0,42,43,0.0233,2,0,0.0,1,0,0.0,0.09565727699530517,701,701,1704,544,0
9,2012-03-09,465,653,0.2879,0,0,0.0,0,0,0.0,32,31,0.0323,42,43,0.0233,2,0,0.0,1,0,0.0,0.1115606936416185,727,727,1730,542,0
