#time,date,susceptible,exposed,infectious,recovered,dead,immune,num infections today,num hospitalisations today,hospital bed occupancy,num hospitalisations today (data),cum num hospitalisations today,cum num infections today
1,2/3/2020,689004,1403,1115,828,1,0,382,5,22,0.0,5,382
2,3/3/2020,688539,1542,1301,968,1,0,465,6,26,0.0,11,847
3,4/3/2020,688033,1683,1493,1140,2,0,506,3,22,0.0,14,1353
4,5/3/2020,687389,1957,1647,1355,3,0,645,12,32,0.0,26,1998
5,6/3/2020,686741,2170,1859,1577,4,0,648,5,35,0.0,31,2646
6,7/3/2020,686004,2438,2054,1851,4,0,737,12,45,0.0,43,3383
7,8/3/2020,685207,2697,2308,2135,4,0,797,11,55,0.0,54,4180
8,9/3/2020,684278,3018,2570,2480,5,0,929,5,57,0.0,59,5109
9,10/3/2020,683184,3463,2840,2855,9,0,1094,8,56,0.0,67,6203
10,11/3/2020,682055,3839,3204,3243,10,0,1129,18,68,0.0,85,7332
11,12/3/2020,680814,4153,3639,3732,13,0,1241,17,76,0.0,102,8573
12,13/3/2020,679844,4139,4112,4242,14,0,970,21,93,0.0,123,9543
13,14/3/2020,678775,4203,4531,4824,18,0,1069,16,101,0.0,139,10612
14,15/3/2020,677597,4334,4944,5454,22,0,1178,17,107,0.0,156,11790
15,16/3/2020,676355,4489,5330,6152,25,0,1243,31,125,0.0,187,13033
16,17/3/2020,675304,4482,5635,6904,26,0,1051,24,143,0.0,211,14084
17,18/3/2020,674229,4430,5872,7788,32,0,1076,35,166,0.0,246,15160
18,19/3/2020,673139,4402,6090,8686,34,0,1090,44,198,0.0,290,16250
19,20/3/2020,671954,4486,6161,9713,37,0,1185,38,215,0.0,328,17435
20,21/3/2020,671057,4227,6300,10722,45,0,897,35,235,0.0,363,18332
21,22/3/2020,670099,4127,6282,11790,53,0,958,34,245,0.0,397,19290
22,23/3/2020,669151,4003,6286,12854,57,0,948,44,269,0.0,441,20238
23,24/3/2020,668718,3420,6257,13893,63,0,433,56,305,0.0,497,20671
24,25/3/2020,668223,3001,6093,14964,70,0,495,45,325,0.0,542,21166
25,26/3/2020,667751,2554,5949,16016,81,0,472,58,345,0.0,600,21638
26,27/3/2020,667341,2189,5632,17102,87,0,410,54,365,0.0,654,22048
27,28/3/2020,666911,1957,5243,18141,99,0,430,51,378,0.0,705,22478
28,29/3/2020,666515,1781,4769,19167,119,0,396,52,383,0.0,757,22874
29,30/3/2020,666159,1673,4326,20067,126,0,356,71,419,0.0,828,23230
30,31/3/2020,665825,1558,3949,20878,141,0,334,61,431,0.0,889,23564
31,1/4/2020,665518,1461,3620,21596,156,0,308,47,436,0.0,936,23872
32,2/4/2020,665260,1308,3353,22260,170,0,258,47,434,0.0,983,24130
33,3/4/2020,664989,1211,3105,22864,182,0,271,54,449,0.0,1037,24401
34,4/4/2020,664735,1143,2868,23412,193,0,256,42,437,0.0,1079,24657
