#time,date,susceptible,exposed,infectious,recovered,dead,immune,num infections today,num hospitalisations today,hospital bed occupancy,num hospitalisations today (data),cum num hospitalisations today,cum num infections today
1,2/3/2020,689645,1444,1183,863,1,0,407,4,21,0.0,4,407
2,3/3/2020,689143,1613,1357,1022,1,0,502,4,24,0.0,8,909
3,4/3/2020,688601,1782,1557,1195,1,0,542,5,27,0.0,13,1451
4,5/3/2020,687953,2059,1691,1432,1,0,648,8,32,0.0,21,2099
5,6/3/2020,687213,2385,1883,1653,2,0,740,7,37,0.0,28,2839
6,7/3/2020,686460,2617,2125,1932,2,0,753,3,36,0.0,31,3592
7,8/3/2020,685601,2896,2399,2236,4,0,859,7,40,0.0,38,4451
8,9/3/2020,684614,3236,2717,2565,4,0,987,7,46,0.0,45,5438
9,10/3/2020,683509,3581,3071,2969,6,0,1105,9,51,0.0,54,6543
10,11/3/2020,682277,4033,3383,3436,7,0,1234,17,65,0.0,71,7777
11,12/3/2020,680968,4482,3728,3949,9,0,1309,11,71,0.0,82,9086
12,13/3/2020,679971,4465,4175,4514,11,0,998,19,84,0.0,101,10084
13,14/3/2020,678870,4497,4649,5106,14,0,1102,27,103,0.0,128,11186
14,15/3/2020,677689,4586,5049,5794,18,0,1181,14,105,0.0,142,12367
15,16/3/2020,676387,4765,5422,6543,19,0,1302,25,125,0.0,167,13669
16,17/3/2020,675283,4663,5797,7371,22,0,1104,27,145,0.0,194,14773
17,18/3/2020,674143,4671,6023,8274,25,0,1140,32,163,0.0,226,15913
18,19/3/2020,673080,4560,6267,9200,29,0,1063,35,185,0.0,261,16976
19,20/3/2020,671924,4542,6467,10169,34,0,1157,43,207,0.0,304,18133
20,21/3/2020,670995,4338,6460,11303,40,0,929,46,235,0.0,350,19062
21,22/3/2020,670033,4206,6488,12363,46,0,962,56,267,0.0,406,20024
22,23/3/2020,669096,4043,6485,13462,50,0,937,49,299,0.0,455,20961
23,24/3/2020,668598,3486,6421,14575,56,0,498,51,329,0.0,506,21459
24,25/3/2020,668094,3018,6281,15684,59,0,504,44,347,0.0,550,21963
25,26/3/2020,667646,2581,6018,16827,64,0,449,65,383,0.0,615,22412
26,27/3/2020,667233,2246,5709,17870,78,0,413,54,390,0.0,669,22825
27,28/3/2020,666835,1985,5354,18874,88,0,399,60,405,0.0,729,23224
28,29/3/2020,666436,1816,4948,19836,100,0,399,69,433,0.0,798,23623
29,30/3/2020,666063,1659,4566,20741,107,0,374,56,452,0.0,854,23997
30,31/3/2020,665695,1604,4128,21596,113,0,368,75,488,0.0,929,24365
31,1/4/2020,665374,1491,3708,22433,130,0,321,61,486,0.0,990,24686
32,2/4/2020,665088,1375,3373,23157,143,0,286,49,477,0.0,1039,24972
33,3/4/2020,664837,1270,3080,23794,155,0,251,50,470,0.0,1089,25223
34,4/4/2020,664587,1174,2847,24350,178,0,250,35,436,0.0,1124,25473
35,5/4/2020,664381,1065,2611,24883,196,0,206,51,419,0.0,1175,25679
36,6/4/2020,664163,1001,2400,25362,210,0,218,39,409,0.0,1214,25897
37,7/4/2020,663991,918,2236,25770,221,0,172,40,398,0.0,1254,26069
38,8/4/2020,663806,843,2063,26194,230,0,186,38,388,0.0,1292,26255
39,9/4/2020,663631,805,1890,26564,246,0,176,47,374,0.0,1339,26431
40,10/4/2020,663483,739,1747,26904,263,0,149,23,348,0.0,1362,26580
41,11/4/2020,663347,682,1657,27176,274,0,136,23,331,0.0,1385,26716
42,12/4/2020,663214,630,1528,27479,285,0,134,30,306,0.0,1415,26850
43,13/4/2020,663091,576,1437,27730,302,0,123,24,278,0.0,1439,26973
44,14/4/2020,662974,534,1310,27997,321,0,117,29,258,0.0,1468,27090
45,15/4/2020,662865,483,1258,28200,330,0,109,18,240,0.0,1486,27199
46,16/4/2020,662757,483,1131,28426,339,0,108,22,228,0.0,1508,27307
47,17/4/2020,662661,449,1056,28618,352,0,96,16,201,0.0,1524,27403
48,18/4/2020,662556,453,969,28796,362,0,105,11,174,0.0,1535,27508
49,19/4/2020,662476,404,897,28988,371,0,80,16,157,0.0,1551,27588
50,20/4/2020,662382,397,832,29149,376,0,94,8,135,0.0,1559,27682
51,21/4/2020,662310,373,787,29286,380,0,73,12,133,0.0,1571,27755
52,22/4/2020,662231,332,776,29414,383,0,79,13,127,0.0,1584,27834
53,23/4/2020,662166,317,700,29562,391,0,65,14,116,0.0,1598,27899
54,24/4/2020,662130,272,651,29686,397,0,36,5,103,0.0,1603,27935
55,25/4/2020,662083,249,590,29810,404,0,47,8,87,0.0,1611,27982
56,26/4/2020,662025,239,552,29913,407,0,58,9,85,0.0,1620,28040
57,27/4/2020,661993,205,516,30014,408,0,32,8,77,0.0,1628,28072
58,28/4/2020,661951,179,488,30105,413,0,42,7,71,0.0,1635,28114
59,29/4/2020,661916,170,432,30204,414,0,35,7,72,0.0,1642,28149
60,30/4/2020,661890,144,415,30271,416,0,26,8,69,0.0,1650,28175
61,1/5/2020,661866,133,391,30330,416,0,24,6,70,0.0,1656,28199
62,2/5/2020,661832,131,346,30409,418,0,34,5,61,0.0,1661,28233
63,3/5/2020,661818,115,299,30479,425,0,14,4,49,0.0,1665,28247
64,4/5/2020,661794,104,269,30543,426,0,24,5,47,0.0,1670,28271
65,5/5/2020,661773,94,240,30602,427,0,21,7,48,0.0,1677,28292
66,6/5/2020,661752,95,224,30636,429,0,21,3,44,0.0,1680,28313
67,7/5/2020,661739,81,222,30663,431,0,13,3,41,0.0,1683,28326
68,8/5/2020,661726,76,201,30702,431,0,13,1,41,0.0,1684,28339
69,9/5/2020,661707,71,197,30728,433,0,19,6,42,0.0,1690,28358
70,10/5/2020,661693,61,189,30759,434,0,15,4,42,0.0,1694,28373
71,11/5/2020,661679,64,166,30790,437,0,16,4,37,0.0,1698,28389
72,12/5/2020,661661,68,145,30824,438,0,18,5,37,0.0,1703,28407
73,13/5/2020,661643,67,143,30842,441,0,19,3,34,0.0,1706,28426
74,14/5/2020,661627,69,132,30863,445,0,16,5,34,0.0,1711,28442
75,15/5/2020,661615,68,128,30879,446,0,12,4,35,0.0,1715,28454
76,16/5/2020,661602,63,129,30895,447,0,13,0,32,0.0,1715,28467
77,17/5/2020,661593,54,126,30914,449,0,9,3,29,0.0,1718,28476
78,18/5/2020,661581,51,113,30939,452,0,12,0,23,0.0,1718,28488
79,19/5/2020,661572,45,108,30957,454,0,9,1,20,0.0,1719,28497
80,20/5/2020,661564,39,105,30972,456,0,8,1,18,0.0,1720,28505
81,21/5/2020,661549,49,88,30994,456,0,15,1,16,0.0,1721,28520
82,22/5/2020,661538,46,90,31006,456,0,11,1,17,0.0,1722,28531
83,23/5/2020,661528,47,83,31021,457,0,10,0,14,0.0,1722,28541
84,24/5/2020,661521,38,77,31042,458,0,7,0,11,0.0,1722,28548
85,25/5/2020,661512,38,70,31056,460,0,10,0,7,0.0,1722,28558
86,26/5/2020,661499,40,68,31068,461,0,13,1,7,0.0,1723,28571
87,27/5/2020,661492,36,65,31082,461,0,7,0,7,0.0,1723,28578
88,28/5/2020,661482,39,57,31096,462,0,10,0,5,0.0,1723,28588
89,29/5/2020,661473,41,55,31105,462,0,9,1,5,0.0,1724,28597
