#time,date,susceptible,exposed,infectious,recovered,dead,immune,num infections today,num hospitalisations today,hospital bed occupancy,num hospitalisations today (data),cum num hospitalisations today,cum num infections today
1,2/3/2020,689285,1394,1099,797,0,0,380,2,9,0.0,2,380
2,3/3/2020,688823,1557,1261,934,0,0,462,2,11,0.0,4,842
3,4/3/2020,688280,1746,1456,1093,0,0,544,3,12,0.0,7,1386
4,5/3/2020,687702,1936,1650,1286,1,0,578,6,17,0.0,13,1964
5,6/3/2020,687043,2128,1863,1538,3,0,659,4,18,0.0,17,2623
6,7/3/2020,686220,2467,2075,1810,3,0,823,11,29,0.0,28,3446
7,8/3/2020,685301,2860,2308,2102,4,0,919,11,37,0.0,39,4365
8,9/3/2020,684287,3238,2648,2398,4,0,1014,10,47,0.0,49,5379
9,10/3/2020,683260,3598,2922,2791,4,0,1028,9,55,0.0,58,6407
10,11/3/2020,682001,4013,3358,3199,4,0,1259,14,68,0.0,72,7666
11,12/3/2020,680678,4423,3782,3685,7,0,1323,18,78,0.0,90,8989
12,13/3/2020,679688,4420,4216,4243,8,0,990,13,85,0.0,103,9979
13,14/3/2020,678554,4563,4630,4820,8,0,1134,19,98,0.0,122,11113
14,15/3/2020,677346,4690,5082,5448,9,0,1208,30,123,0.0,152,12321
15,16/3/2020,676007,4854,5485,6217,12,0,1339,22,138,0.0,174,13660
16,17/3/2020,675003,4640,5860,7057,15,0,1004,36,160,0.0,210,14664
17,18/3/2020,673801,4710,6043,8005,16,0,1202,32,182,0.0,242,15866
18,19/3/2020,672615,4716,6253,8968,23,0,1187,27,194,0.0,269,17053
19,20/3/2020,671413,4739,6396,9997,30,0,1202,53,224,0.0,322,18255
20,21/3/2020,670440,4462,6580,11058,35,0,973,56,261,0.0,378,19228
21,22/3/2020,669481,4328,6568,12157,41,0,959,45,279,0.0,423,20187
22,23/3/2020,668513,4229,6545,13245,43,0,968,63,323,0.0,486,21155
23,24/3/2020,668011,3661,6482,14368,53,0,504,55,343,0.0,541,21659
24,25/3/2020,667536,3098,6374,15506,61,0,475,48,360,0.0,589,22134
25,26/3/2020,667061,2654,6137,16652,71,0,475,56,377,0.0,645,22609
26,27/3/2020,666645,2283,5807,17755,85,0,417,54,387,0.0,699,23026
27,28/3/2020,666226,2036,5376,18845,92,0,419,58,401,0.0,757,23445
28,29/3/2020,665830,1848,4988,19804,105,0,396,65,427,0.0,822,23841
29,30/3/2020,665454,1746,4438,20809,128,0,377,63,434,0.0,885,24218
30,31/3/2020,665121,1609,4045,21666,134,0,333,78,478,0.0,963,24551
31,1/4/2020,664825,1446,3676,22482,146,0,296,56,482,0.0,1019,24847
32,2/4/2020,664571,1330,3323,23185,166,0,254,51,477,0.0,1070,25101
33,3/4/2020,664286,1235,3095,23771,188,0,285,47,474,0.0,1117,25386
34,4/4/2020,664063,1110,2880,24322,200,0,224,63,492,0.0,1180,25610
35,5/4/2020,663834,1071,2626,24826,218,0,230,43,461,0.0,1223,25840
36,6/4/2020,663615,990,2441,25302,227,0,219,39,441,0.0,1262,26059
37,7/4/2020,663418,913,2242,25754,248,0,199,38,406,0.0,1300,26258
38,8/4/2020,663227,872,2037,26173,266,0,192,30,371,0.0,1330,26450
39,9/4/2020,663061,815,1876,26541,282,0,166,26,333,0.0,1356,26616
40,10/4/2020,662917,776,1705,26879,298,0,144,23,309,0.0,1379,26760
41,11/4/2020,662773,707,1578,27205,312,0,144,27,287,0.0,1406,26904
42,12/4/2020,662646,629,1497,27476,327,0,127,30,269,0.0,1436,27031
43,13/4/2020,662528,578,1396,27731,342,0,118,23,251,0.0,1459,27149
44,14/4/2020,662416,541,1304,27963,351,0,112,17,228,0.0,1476,27261
45,15/4/2020,662293,507,1197,28213,365,0,123,16,209,0.0,1492,27384
46,16/4/2020,662210,446,1124,28419,376,0,83,15,189,0.0,1507,27467
47,17/4/2020,662113,423,1043,28610,386,0,97,18,177,0.0,1525,27564
48,18/4/2020,662016,426,941,28795,397,0,97,11,158,0.0,1536,27661
49,19/4/2020,661933,388,878,28971,405,0,83,12,143,0.0,1548,27744
50,20/4/2020,661854,374,798,29136,413,0,79,8,125,0.0,1556,27823
51,21/4/2020,661793,349,743,29271,419,0,61,14,116,0.0,1570,27884
52,22/4/2020,661715,320,707,29408,425,0,78,7,107,0.0,1577,27962
53,23/4/2020,661668,292,648,29538,429,0,47,7,105,0.0,1584,28009
54,24/4/2020,661632,237,631,29636,439,0,36,8,94,0.0,1592,28045
55,25/4/2020,661594,200,592,29748,441,0,38,14,98,0.0,1606,28083
56,26/4/2020,661559,177,518,29872,449,0,35,8,81,0.0,1614,28118
57,27/4/2020,661517,179,476,29951,452,0,42,3,73,0.0,1617,28160
58,28/4/2020,661472,169,450,30029,455,0,45,7,71,0.0,1624,28205
59,29/4/2020,661445,144,403,30123,460,0,27,5,63,0.0,1629,28232
60,30/4/2020,661416,136,369,30190,464,0,31,5,57,0.0,1634,28263
61,1/5/2020,661387,128,340,30255,465,0,29,8,57,0.0,1642,28292
62,2/5/2020,661353,132,299,30323,468,0,34,6,53,0.0,1648,28326
63,3/5/2020,661331,122,276,30376,470,0,22,2,46,0.0,1650,28348
64,4/5/2020,661306,119,260,30419,471,0,25,1,43,0.0,1651,28373
65,5/5/2020,661288,105,254,30454,474,0,19,4,40,0.0,1655,28392
66,6/5/2020,661256,112,231,30500,476,0,32,4,38,0.0,1659,28424
67,7/5/2020,661241,97,219,30540,478,0,15,2,34,0.0,1661,28439
68,8/5/2020,661221,93,208,30574,479,0,20,4,31,0.0,1665,28459
69,9/5/2020,661209,82,195,30609,480,0,12,6,32,0.0,1671,28471
70,10/5/2020,661183,88,188,30635,481,0,27,2,31,0.0,1673,28498
71,11/5/2020,661176,68,176,30672,483,0,7,3,31,0.0,1676,28505
72,12/5/2020,661166,60,165,30699,485,0,10,1,28,0.0,1677,28515
73,13/5/2020,661153,57,141,30736,488,0,13,2,25,0.0,1679,28528
74,14/5/2020,661144,45,132,30765,489,0,9,2,24,0.0,1681,28537
75,15/5/2020,661131,45,110,30800,489,0,13,1,19,0.0,1682,28550
76,16/5/2020,661119,47,100,30819,490,0,12,2,17,0.0,1684,28562
77,17/5/2020,661113,37,102,30832,491,0,6,0,15,0.0,1684,28568
78,18/5/2020,661104,37,93,30849,492,0,9,0,14,0.0,1684,28577
79,19/5/2020,661098,38,83,30863,493,0,7,1,12,0.0,1685,28584
80,20/5/2020,661093,31,81,30876,494,0,5,2,12,0.0,1687,28589
81,21/5/2020,661090,26,74,30890,495,0,4,1,12,0.0,1688,28593
82,22/5/2020,661081,30,63,30905,496,0,9,2,10,0.0,1690,28602
83,23/5/2020,661069,36,59,30914,497,0,12,1,10,0.0,1691,28614
84,24/5/2020,661055,40,61,30921,498,0,14,4,13,0.0,1695,28628
85,25/5/2020,661047,41,58,30931,498,0,8,2,15,0.0,1697,28636
86,26/5/2020,661043,35,57,30941,499,0,4,2,16,0.0,1699,28640
87,27/5/2020,661033,41,53,30949,499,0,12,0,14,0.0,1699,28652
88,28/5/2020,661028,37,56,30955,499,0,5,1,13,0.0,1700,28657
89,29/5/2020,661018,37,59,30961,500,0,11,0,11,0.0,1700,28668
90,30/5/2020,661005,39,63,30968,500,0,13,0,9,0.0,1700,28681
91,31/5/2020,660998,40,56,30981,500,0,7,1,9,0.0,1701,28688
92,1/6/2020,660989,43,54,30989,500,0,9,0,8,0.0,1701,28697
93,2/6/2020,660972,49,55,30999,500,0,17,2,8,0.0,1703,28714
94,3/6/2020,660970,44,51,31010,500,0,3,0,6,0.0,1703,28717
95,4/6/2020,660964,41,50,31020,500,0,6,1,5,0.0,1704,28723
96,5/6/2020,660959,37,50,31029,500,0,5,1,5,0.0,1705,28728
97,6/6/2020,660953,30,52,31040,500,0,7,0,3,0.0,1705,28735
98,7/6/2020,660951,24,55,31045,500,0,3,3,6,0.0,1708,28738
99,8/6/2020,660945,27,49,31054,500,0,8,0,6,0.0,1708,28746
100,9/6/2020,660940,28,47,31060,500,0,7,0,6,0.0,1708,28753
101,10/6/2020,660936,28,39,31072,500,0,5,1,6,0.0,1709,28758
102,11/6/2020,660931,27,39,31078,500,0,5,0,5,0.0,1709,28763
103,12/6/2020,660923,27,37,31088,500,0,8,2,7,0.0,1711,28771
104,13/6/2020,660921,25,34,31094,501,0,2,0,5,0.0,1711,28773
105,14/6/2020,660916,18,45,31094,502,0,7,2,6,0.0,1713,28780
106,15/6/2020,660909,24,42,31098,502,0,8,0,6,0.0,1713,28788
107,16/6/2020,660903,28,36,31105,503,0,8,2,7,0.0,1715,28796
108,17/6/2020,660897,26,40,31109,503,0,6,0,7,0.0,1715,28802
109,18/6/2020,660891,28,39,31114,503,0,7,0,7,0.0,1715,28809
110,19/6/2020,660880,34,39,31119,503,0,11,1,6,0.0,1716,28820
111,20/6/2020,660867,38,40,31127,503,0,14,1,7,0.0,1717,28834
112,21/6/2020,660861,37,44,31130,503,0,10,0,7,0.0,1717,28844
113,22/6/2020,660853,36,50,31133,503,0,10,0,7,0.0,1717,28854
114,23/6/2020,660848,36,51,31137,503,0,6,0,5,0.0,1717,28860
115,24/6/2020,660838,40,58,31136,503,0,13,1,6,0.0,1718,28873
116,25/6/2020,660829,41,59,31143,503,0,11,1,6,0.0,1719,28884
117,26/6/2020,660814,48,57,31153,503,0,16,0,5,0.0,1719,28900
118,27/6/2020,660805,48,57,31161,504,0,10,0,4,0.0,1719,28910
119,28/6/2020,660800,44,62,31164,505,0,8,1,4,0.0,1720,28918
120,29/6/2020,660790,44,67,31169,505,0,12,0,4,0.0,1720,28930
121,30/6/2020,660784,43,67,31176,505,0,9,1,4,0.0,1721,28939
122,1/7/2020,660774,44,66,31186,505,0,12,1,5,0.0,1722,28951
123,2/7/2020,660769,44,58,31199,505,0,9,0,5,0.0,1722,28960
124,3/7/2020,660767,40,61,31202,505,0,6,0,3,0.0,1722,28966
125,4/7/2020,660759,39,65,31207,505,0,9,0,3,0.0,1722,28975
126,5/7/2020,660749,44,63,31213,506,0,13,0,2,0.0,1722,28988
127,6/7/2020,660731,54,64,31220,506,0,20,1,3,0.0,1723,29008
128,7/7/2020,660724,44,75,31226,506,0,8,3,6,0.0,1726,29016
129,8/7/2020,660712,54,67,31236,506,0,17,0,5,0.0,1726,29033
130,9/7/2020,660695,68,68,31237,507,0,25,0,4,0.0,1726,29058
131,10/7/2020,660696,64,67,31241,507,0,7,1,5,0.0,1727,29065
