#time,date,susceptible,exposed,infectious,recovered,dead,immune,num infections today,num hospitalisations today,hospital bed occupancy,num hospitalisations today (data),cum num hospitalisations today,cum num infections today
1,2/3/2020,688792,1710,1289,882,0,0,485,4,17,0.0,4,485
2,3/3/2020,688214,1910,1493,1056,0,0,578,11,28,0.0,15,1063
3,4/3/2020,687560,2166,1705,1242,0,0,655,5,32,0.0,20,1718
4,5/3/2020,686865,2384,1967,1456,1,0,695,11,42,0.0,31,2413
5,6/3/2020,686087,2612,2249,1723,2,0,778,16,57,0.0,47,3191
6,7/3/2020,685153,2966,2499,2052,3,0,934,9,64,0.0,56,4125
7,8/3/2020,684155,3344,2743,2424,7,0,998,9,65,0.0,65,5123
8,9/3/2020,683085,3634,3125,2818,11,0,1070,9,68,0.0,74,6193
9,10/3/2020,681872,4008,3498,3282,13,0,1213,19,80,0.0,93,7406
10,11/3/2020,680477,4525,3859,3796,16,0,1395,21,94,0.0,114,8801
11,12/3/2020,678971,5056,4313,4313,20,0,1506,19,105,0.0,133,10307
12,13/3/2020,677777,5082,4848,4945,21,0,1195,14,109,0.0,147,11502
13,14/3/2020,676548,5109,5345,5646,25,0,1229,29,129,0.0,176,12731
14,15/3/2020,675184,5174,5856,6431,28,0,1364,27,146,0.0,203,14095
15,16/3/2020,673669,5457,6139,7380,28,0,1515,29,167,0.0,232,15610
16,17/3/2020,672521,5312,6518,8292,30,0,1148,42,198,0.0,274,16758
17,18/3/2020,671280,5192,6889,9278,34,0,1242,30,211,0.0,304,18000
18,19/3/2020,669936,5243,7071,10385,38,0,1344,50,246,0.0,354,19344
19,20/3/2020,668580,5282,7272,11494,45,0,1356,59,284,0.0,413,20700
20,21/3/2020,667490,5039,7399,12696,49,0,1090,48,311,0.0,461,21790
21,22/3/2020,666408,4869,7448,13890,58,0,1082,49,338,0.0,510,22872
22,23/3/2020,665333,4644,7477,15151,68,0,1075,61,363,0.0,571,23947
23,24/3/2020,664761,3997,7407,16432,76,0,572,60,382,0.0,631,24519
24,25/3/2020,664177,3458,7224,17725,89,0,584,72,410,0.0,703,25103
25,26/3/2020,663660,2954,6993,18957,109,0,517,67,434,0.0,770,25620
26,27/3/2020,663166,2547,6670,20172,118,0,494,66,451,0.0,836,26114
27,28/3/2020,662704,2202,6253,21384,130,0,462,85,481,0.0,921,26576
28,29/3/2020,662238,2047,5706,22538,144,0,466,81,513,0.0,1002,27042
29,30/3/2020,661813,1926,5174,23600,160,0,425,62,515,0.0,1064,27467
30,31/3/2020,661434,1791,4661,24610,177,0,380,67,531,0.0,1131,27847
31,1/4/2020,661098,1650,4208,25518,199,0,336,68,540,0.0,1199,28183
32,2/4/2020,660789,1507,3872,26289,216,0,309,64,537,0.0,1263,28492
33,3/4/2020,660535,1362,3554,26993,229,0,254,47,526,0.0,1310,28746
34,4/4/2020,660277,1244,3273,27625,254,0,258,56,516,0.0,1366,29004
35,5/4/2020,660039,1160,2999,28208,267,0,238,51,500,0.0,1417,29242
36,6/4/2020,659822,1057,2772,28735,287,0,219,52,487,0.0,1469,29461
