#time,date,susceptible,exposed,infectious,recovered,dead,immune,num infections today,num hospitalisations today,hospital bed occupancy,num hospitalisations today (data),cum num hospitalisations today,cum num infections today
1,2/3/2020,688771,1591,1261,859,0,0,439,3,17,0.0,3,439
2,3/3/2020,688259,1750,1425,1048,0,0,512,3,19,0.0,6,951
3,4/3/2020,687639,1985,1630,1228,0,0,620,2,21,0.0,8,1571
4,5/3/2020,686949,2252,1816,1465,0,0,690,5,24,0.0,13,2261
5,6/3/2020,686157,2548,2050,1726,1,0,793,1,23,0.0,14,3054
6,7/3/2020,685307,2826,2319,2029,1,0,851,8,26,0.0,22,3905
7,8/3/2020,684314,3180,2617,2370,1,0,993,9,33,0.0,31,4898
8,9/3/2020,683155,3659,2911,2756,1,0,1159,10,43,0.0,41,6057
9,10/3/2020,681908,4075,3305,3193,1,0,1247,9,47,0.0,50,7304
10,11/3/2020,680545,4531,3742,3661,3,0,1364,18,61,0.0,68,8668
11,12/3/2020,678967,5125,4205,4182,3,0,1579,24,81,0.0,92,10247
12,13/3/2020,677922,5011,4762,4778,9,0,1045,21,92,0.0,113,11292
13,14/3/2020,676683,4990,5344,5456,9,0,1239,14,95,0.0,127,12531
14,15/3/2020,675284,5179,5812,6196,11,0,1399,27,115,0.0,154,13930
15,16/3/2020,673798,5359,6256,7057,12,0,1487,21,131,0.0,175,15417
16,17/3/2020,672557,5295,6599,8017,14,0,1241,24,141,0.0,199,16658
17,18/3/2020,671269,5240,6895,9060,18,0,1288,34,166,0.0,233,17946
18,19/3/2020,669881,5327,7139,10113,22,0,1388,50,205,0.0,283,19334
19,20/3/2020,668497,5383,7337,11239,26,0,1385,52,243,0.0,335,20719
20,21/3/2020,667386,5210,7463,12392,31,0,1111,57,278,0.0,392,21830
21,22/3/2020,666368,4910,7517,13649,38,0,1019,51,311,0.0,443,22849
22,23/3/2020,665293,4678,7573,14895,43,0,1075,53,349,0.0,496,23924
23,24/3/2020,664731,4058,7481,16165,47,0,562,66,385,0.0,562,24486
24,25/3/2020,664181,3463,7339,17442,57,0,550,57,401,0.0,619,25036
25,26/3/2020,663642,2990,7076,18700,74,0,539,72,426,0.0,691,25575
26,27/3/2020,663181,2578,6732,19912,79,0,461,80,464,0.0,771,26036
27,28/3/2020,662681,2323,6300,21086,92,0,500,86,502,0.0,857,26536
28,29/3/2020,662227,2121,5740,22284,110,0,454,68,515,0.0,925,26990
29,30/3/2020,661784,1955,5184,23440,119,0,443,86,549,0.0,1011,27433
30,31/3/2020,661419,1771,4704,24454,134,0,365,62,540,0.0,1073,27798
31,1/4/2020,661093,1634,4260,25343,152,0,326,58,536,0.0,1131,28124
32,2/4/2020,660761,1545,3838,26168,170,0,332,72,538,0.0,1203,28456
33,3/4/2020,660456,1429,3514,26891,192,0,305,73,548,0.0,1276,28761
34,4/4/2020,660211,1295,3245,27514,217,0,245,53,538,0.0,1329,29006
35,5/4/2020,659948,1215,2955,28117,247,0,264,61,519,0.0,1390,29270
36,6/4/2020,659702,1133,2772,28606,269,0,246,47,505,0.0,1437,29516
37,7/4/2020,659494,1040,2567,29095,286,0,208,41,482,0.0,1478,29724
38,8/4/2020,659311,939,2406,29523,303,0,183,37,454,0.0,1515,29907
