Day,Date,Fassala-Mbera sim,Fassala-Mbera data,Fassala-Mbera error,Mentao sim,Mentao data,Mentao error,Bobo-Dioulasso sim,Bobo-Dioulasso data,Bobo-Dioulasso error,Abala sim,Abala data,Abala error,Mangaize sim,Mangaize data,Mangaize error,Niamey sim,Niamey data,Niamey error,Tabareybarey sim,Tabareybarey data,Tabareybarey error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
17,2012-03-17,482,870,0.446,0,0,0.0,0,0,0.0,34,28,0.2143,42,43,0.0233,1,0,0.0,0,0,0.0,0.2037037037037037,941,941,1944,559,0
18,2012-03-18,486,897,0.4582,0,0,0.0,0,0,0.0,34,28,0.2143,42,43,0.0233,1,0,0.0,0,0,0.0,0.21258244545915778,968,968,1971,563,0
19,2012-03-19,491,925,0.4692,0,0,0.0,0,0,0.0,33,28,0.1786,43,43,0.0,1,0,0.0,0,0,0.0,0.22011005502751377,996,996,1999,568,0
20,2012-03-20,497,952,0.4779,0,0,0.0,0,0,0.0,33,27,0.2222,43,43,0.0,1,0,0.0,0,0,0.0,0.22814814814814816,1022,1022,2025,574,0
21,2012-03-21,500,979,0.4893,0,0,0.0,0,0,0.0,33,27,0.2222,43,43,0.0,1,0,0.0,0,0,0.0,0.23684210526315788,1049,1049,2052,577,0
22,2012-03-22,502,1006,0.501,0,39,1.0,0,15,1.0,33,27,0.2222,43,43,0.0,1,0,0.0,0,0,0.0,0.2648851383028598,1130,1130,2133,579,0
23,2012-03-23,511,1033,0.5053,4,79,0.9494,1,31,0.9677,33,26,0.2692,43,43,0.0,1,0,0.0,0,0,0.0,0.2866817155756208,1212,1212,2215,593,0
24,2012-03-24,514,1060,0.5151,5,119,0.958,4,47,0.9149,33,26,0.2692,43,43,0.0,1,0,0.0,0,0,0.0,0.3093994778067885,1295,1295,2298,600,0
25,2012-03-25,520,1088,0.5221,8,119,0.9328,8,47,0.8298,33,26,0.2692,43,43,0.0,1,0,0.0,0,0,0.0,0.31212381771281167,1323,1323,2326,613,0
26,2012-03-26,524,1115,0.53,14,119,0.8824,10,47,0.7872,33,25,0.32,43,43,0.0,1,0,0.0,0,0,0.0,0.31547619047619047,1349,1349,2352,625,0
27,2012-03-27,530,1142,0.5359,20,119,0.8319,15,47,0.6809,33,25,0.32,43,43,0.0,1,0,0.0,0,0,0.0,0.316099201345103,1376,1376,2379,642,0
28,2012-03-28,537,1169,0.5406,24,119,0.7983,17,48,0.6458,33,24,0.375,43,43,0.0,1,0,0.0,0,0,0.0,0.3192019950124688,1403,1403,2406,655,0
29,2012-03-29,537,1176,0.5434,30,119,0.7479,20,48,0.5833,33,24,0.375,43,43,0.0,1,0,0.0,0,0,0.0,0.3174471612101119,1410,1410,2413,664,0
30,2012-03-30,545,1183,0.5393,38,119,0.6807,26,48,0.4583,33,24,0.375,43,43,0.0,1,0,0.0,0,0,0.0,0.3103305785123967,1417,1417,2420,686,0
31,2012-03-31,547,1191,0.5407,45,119,0.6218,30,48,0.375,33,23,0.4348,43,43,0.0,1,0,0.0,0,0,0.0,0.30778739184178,1424,1424,2427,699,0
32,2012-04-01,550,1198,0.5409,61,119,0.4874,34,48,0.2917,33,28,0.1786,43,44,0.0227,1,1,0.0,0,0,0.0,0.2974190905366653,1438,1438,2441,722,0
33,2012-04-02,554,1213,0.5433,78,119,0.3445,37,48,0.2292,41,34,0.2059,51,44,0.1591,1,3,0.6667,38,1,37.0,0.3099391480730223,1462,1462,2465,800,0
34,2012-04-03,557,1229,0.5468,90,119,0.2437,42,49,0.1429,43,39,0.1026,54,45,0.2,1,5,0.8,48,2,23.0,0.3095142513046969,1488,1488,2491,835,0
35,2012-04-04,561,1244,0.549,107,119,0.1008,44,49,0.102,43,44,0.0227,56,46,0.2174,1,7,0.8571,59,3,18.6667,0.3073558648111332,1512,1512,2515,871,0
36,2012-04-05,570,1260,0.5476,126,119,0.0588,47,49,0.0408,43,49,0.1224,57,47,0.2128,1,9,0.8889,71,4,16.75,0.3110236220472441,1537,1537,2540,915,0
37,2012-04-06,579,1275,0.5459,138,119,0.1597,52,49,0.0612,46,54,0.1481,57,48,0.1875,1,11,0.9091,76,5,14.2,0.31825273010920435,1561,1561,2564,949,0
38,2012-04-07,583,1291,0.5484,151,119,0.2689,58,49,0.1837,46,59,0.2203,58,49,0.1837,1,13,0.9231,86,6,13.3333,0.3333333333333333,1586,1586,2589,983,0
39,2012-04-08,589,1306,0.549,163,119,0.3697,62,49,0.2653,47,64,0.2656,59,50,0.18,1,15,0.9333,93,7,12.2857,0.34443168771526983,1610,1610,2613,1014,0
40,2012-04-09,602,1322,0.5446,176,123,0.4309,67,49,0.3673,48,69,0.3043,60,51,0.1765,1,17,0.9412,102,8,11.75,0.35238455715367145,1639,1639,2642,1056,0
41,2012-04-10,610,1337,0.5438,183,126,0.4524,71,50,0.42,49,74,0.3378,61,52,0.1731,1,19,0.9474,116,9,11.8889,0.3610486891385768,1667,1667,2670,1091,0
42,2012-04-11,611,1353,0.5484,190,130,0.4615,78,50,0.56,50,79,0.3671,61,53,0.1509,1,21,0.9524,122,10,11.2,0.37013708781030014,1696,1696,2699,1113,0
43,2012-04-12,618,1368,0.5482,203,133,0.5263,86,50,0.72,52,84,0.381,61,53,0.1509,1,23,0.9565,129,11,10.7273,0.3801834862385321,1722,1722,2725,1150,0
44,2012-04-13,620,1384,0.552,211,137,0.5401,89,50,0.78,54,89,0.3933,62,54,0.1481,1,25,0.96,137,12,10.4167,0.38816267247639796,1751,1751,2754,1174,0
45,2012-04-14,627,1399,0.5518,223,140,0.5929,102,50,1.04,55,94,0.4149,64,55,0.1636,1,27,0.963,147,13,10.3077,0.4009349154980223,1778,1778,2781,1219,0
46,2012-04-15,635,1415,0.5512,235,143,0.6434,104,50,1.08,56,99,0.4343,64,56,0.1429,1,29,0.9655,157,14,10.2143,0.408686365254539,1806,1806,2809,1252,0
47,2012-04-16,636,1427,0.5543,243,147,0.6531,104,50,1.08,60,104,0.4231,64,57,0.1228,1,31,0.9677,165,15,10.0,0.4135497529992943,1831,1831,2834,1273,0
48,2012-04-17,641,1439,0.5546,259,150,0.7267,104,50,1.08,61,110,0.4455,64,58,0.1034,1,33,0.9697,172,16,9.75,0.4211262679258482,1856,1856,2859,1302,0
49,2012-04-18,648,1451,0.5534,265,154,0.7208,104,51,1.0392,61,115,0.4696,65,59,0.1017,1,35,0.9714,182,17,9.7059,0.4249566724436742,1882,1882,2885,1326,0
50,2012-04-19,655,1463,0.5523,274,157,0.7452,104,51,1.0392,61,120,0.4917,67,60,0.1167,1,37,0.973,189,18,9.5,0.430044688896528,1906,1906,2909,1351,0
51,2012-04-20,664,1475,0.5498,291,161,0.8075,104,51,1.0392,63,125,0.496,68,61,0.1148,1,39,0.9744,197,19,9.3684,0.43592365371506475,1931,1931,2934,1388,0
52,2012-04-21,673,1488,0.5477,299,164,0.8232,104,51,1.0392,63,130,0.5154,68,62,0.0968,1,41,0.9756,200,20,9.0,0.4379858060155458,1956,1956,2959,1408,0
53,2012-04-22,679,1500,0.5473,309,168,0.8393,104,51,1.0392,63,135,0.5333,69,62,0.1129,1,43,0.9767,206,21,8.8095,0.4428427757291317,1980,1980,2983,1431,0
54,2012-04-23,683,1512,0.5483,317,171,0.8538,103,51,1.0196,63,140,0.55,69,63,0.0952,1,45,0.9778,217,22,8.8636,0.44861988693049554,2004,2004,3007,1453,0
55,2012-04-24,696,1524,0.5433,332,175,0.8971,103,51,1.0196,64,145,0.5586,71,64,0.1094,1,47,0.9787,224,23,8.7391,0.4525065963060686,2029,2029,3032,1491,0
56,2012-04-25,698,1536,0.5456,338,178,0.8989,102,52,0.9615,65,150,0.5667,71,65,0.0923,1,48,0.9792,228,24,8.5,0.4548429319371728,2053,2053,3056,1503,0
57,2012-04-26,705,1548,0.5446,338,182,0.8571,102,52,0.9615,65,155,0.5806,72,66,0.0909,1,50,0.98,234,25,8.36,0.45537163258682245,2078,2078,3081,1517,0
58,2012-04-27,710,1560,0.5449,338,185,0.827,102,52,0.9615,69,160,0.5688,73,67,0.0896,1,52,0.9808,241,26,8.2692,0.45603864734299515,2102,2102,3105,1534,0
59,2012-04-28,712,1572,0.5471,338,188,0.7979,102,52,0.9615,70,165,0.5758,74,68,0.0882,1,54,0.9815,250,27,8.2593,0.4592521572387344,2126,2126,3129,1547,0
60,2012-04-29,722,1585,0.5445,338,192,0.7604,102,52,0.9615,73,170,0.5706,76,69,0.1014,1,56,0.9821,261,28,8.3214,0.45990491283676704,2152,2152,3155,1573,0
61,2012-04-30,730,1597,0.5429,337,195,0.7282,102,52,0.9615,77,175,0.56,76,70,0.0857,1,58,0.9828,269,29,8.2759,0.45926391947153195,2176,2176,3179,1592,0
62,2012-05-01,741,1609,0.5395,335,199,0.6834,102,52,0.9615,78,178,0.5618,76,70,0.0857,1,60,0.9833,277,30,8.2333,0.457981880662293,2198,2198,3201,1610,0
63,2012-05-02,747,1621,0.5392,335,202,0.6584,102,52,0.9615,78,180,0.5667,76,71,0.0704,1,62,0.9839,284,31,8.1613,0.4587212911235258,2219,2219,3222,1623,0
64,2012-05-03,752,1633,0.5395,335,206,0.6262,102,53,0.9245,78,182,0.5714,75,71,0.0563,1,64,0.9844,294,31,8.4839,0.4603761948812828,2240,2240,3243,1637,0
65,2012-05-04,762,1637,0.5345,335,209,0.6029,102,53,0.9245,78,184,0.5761,75,72,0.0417,1,66,0.9848,294,32,8.1875,0.4563882063882064,2253,2253,3256,1647,0
66,2012-05-05,767,1641,0.5326,335,213,0.5728,102,53,0.9245,81,186,0.5645,76,72,0.0556,1,68,0.9853,294,33,7.9091,0.4533496482104619,2266,2266,3269,1656,0
67,2012-05-06,777,1644,0.5274,335,216,0.5509,102,53,0.9245,81,189,0.5714,78,73,0.0685,1,70,0.9857,294,34,7.6471,0.45003046922608164,2279,2279,3282,1668,0
68,2012-05-07,782,1648,0.5255,335,220,0.5227,102,53,0.9245,83,191,0.5654,78,73,0.0685,1,72,0.9861,294,35,7.4,0.44704097116843705,2292,2292,3295,1675,0
69,2012-05-08,792,1652,0.5206,334,223,0.4978,102,53,0.9245,87,193,0.5492,79,74,0.0676,2,74,0.973,298,36,7.2778,0.44286577992744863,2305,2305,3308,1694,0
70,2012-05-09,791,1656,0.5223,333,227,0.467,102,53,0.9245,89,195,0.5436,81,74,0.0946,2,76,0.9737,298,37,7.0541,0.44203553146642577,2318,2318,3321,1696,0
71,2012-05-10,800,1659,0.5178,333,230,0.4478,102,54,0.8889,93,197,0.5279,82,75,0.0933,2,78,0.9744,298,38,6.8421,0.4370125974805039,2331,2331,3334,1710,0
72,2012-05-11,803,1663,0.5171,332,233,0.4249,102,54,0.8889,96,199,0.5176,86,75,0.1467,2,80,0.975,298,39,6.641,0.43574417214584577,2343,2343,3346,1719,0
73,2012-05-12,810,1667,0.5141,330,237,0.3924,102,54,0.8889,99,202,0.5099,87,75,0.16,2,82,0.9756,298,40,6.45,0.4318452380952381,2357,2357,3360,1728,0
74,2012-05-13,811,1670,0.5144,330,240,0.375,102,54,0.8889,100,204,0.5098,90,76,0.1842,2,84,0.9762,298,41,6.2683,0.43119810201660735,2369,2369,3372,1733,0
75,2012-05-14,811,1674,0.5155,329,244,0.3484,102,54,0.8889,103,206,0.5,91,76,0.1974,2,86,0.9767,298,42,6.0952,0.4295420974889217,2382,2382,3385,1736,0
76,2012-05-15,818,1678,0.5125,329,247,0.332,102,54,0.8889,109,208,0.476,92,77,0.1948,2,88,0.9773,298,43,5.9302,0.4252501471453796,2395,2395,3398,1750,0
77,2012-05-16,823,1682,0.5107,329,251,0.3108,102,54,0.8889,111,210,0.4714,92,77,0.1948,2,90,0.9778,298,44,5.7727,0.42245675754910583,2408,2408,3411,1757,0
78,2012-05-17,825,1685,0.5104,329,254,0.2953,102,55,0.8545,114,212,0.4623,93,78,0.1923,3,92,0.9674,297,45,5.6,0.41939252336448596,2421,2421,3424,1763,0
79,2012-05-18,828,1689,0.5098,329,258,0.2752,102,55,0.8545,119,215,0.4465,93,78,0.1923,3,94,0.9681,297,46,5.4565,0.41652123327516,2435,2435,3438,1771,0
80,2012-05-19,827,1693,0.5115,329,258,0.2752,102,55,0.8545,124,217,0.4286,96,79,0.2152,4,96,0.9583,296,47,5.2979,0.41618329466357307,2445,2445,3448,1778,0
81,2012-05-20,832,1696,0.5094,329,259,0.2703,102,55,0.8545,125,219,0.4292,97,79,0.2278,4,97,0.9588,296,48,5.1667,0.4149305555555556,2453,2453,3456,1785,0
82,2012-05-21,841,1700,0.5053,329,259,0.2703,102,55,0.8545,128,221,0.4208,100,80,0.25,4,99,0.9596,295,49,5.0204,0.4125793421811887,2463,2463,3466,1799,0
83,2012-05-22,851,1704,0.5006,329,260,0.2654,102,55,0.8545,131,223,0.4126,101,80,0.2625,4,101,0.9604,295,50,4.9,0.4096662830840046,2473,2473,3476,1813,0
84,2012-05-23,859,1708,0.4971,329,260,0.2654,102,55,0.8545,133,226,0.4115,102,81,0.2593,4,103,0.9612,295,51,4.7843,0.40780040149125324,2484,2484,3487,1824,0
85,2012-05-24,862,1711,0.4962,329,261,0.2605,102,55,0.8545,135,228,0.4079,101,81,0.2469,5,105,0.9524,295,52,4.6731,0.4061784897025172,2493,2493,3496,1829,0
86,2012-05-25,871,1715,0.4921,328,261,0.2567,102,56,0.8214,138,230,0.4,101,82,0.2317,5,107,0.9533,295,53,4.566,0.4026233247790134,2504,2504,3507,1840,0
87,2012-05-26,881,1719,0.4875,328,262,0.2519,102,56,0.8214,140,232,0.3966,101,82,0.2317,5,109,0.9541,295,54,4.463,0.39977253340915553,2514,2514,3517,1852,0
88,2012-05-27,889,1723,0.484,328,262,0.2519,101,56,0.8036,141,234,0.3974,103,83,0.241,5,111,0.955,295,55,4.3636,0.3980720158775163,2524,2524,3527,1862,0
89,2012-05-28,888,1726,0.4855,327,263,0.2433,101,56,0.8036,142,236,0.3983,102,83,0.2289,5,113,0.9558,295,56,4.2679,0.3979072398190045,2533,2533,3536,1860,0
90,2012-05-29,894,1730,0.4832,327,263,0.2433,101,56,0.8036,143,239,0.4017,102,84,0.2143,5,115,0.9565,295,57,4.1754,0.39667324499577106,2544,2544,3547,1867,0
91,2012-05-30,901,1734,0.4804,337,264,0.2765,101,56,0.8036,143,241,0.4066,105,84,0.25,6,117,0.9487,294,58,4.069,0.39836941242620183,2554,2554,3557,1887,0
92,2012-05-31,904,1737,0.4796,342,264,0.2955,101,56,0.8036,147,243,0.3951,106,85,0.2471,6,119,0.9496,294,59,3.9831,0.39848569826135727,2563,2563,3566,1900,0
93,2012-06-01,907,1741,0.479,342,265,0.2906,101,57,0.7719,147,245,0.4,108,85,0.2706,7,121,0.9421,294,60,3.9,0.3980989656136427,2574,2574,3577,1906,0
94,2012-06-02,910,1745,0.4785,342,265,0.2906,101,57,0.7719,149,247,0.3968,109,86,0.2674,7,123,0.9431,294,61,3.8197,0.39754669640367996,2584,2584,3587,1912,0
95,2012-06-03,918,1749,0.4751,342,266,0.2857,101,57,0.7719,152,250,0.392,109,86,0.2674,7,125,0.944,294,62,3.7419,0.3952195664257921,2595,2595,3598,1923,0
96,2012-06-04,925,1757,0.4735,342,266,0.2857,101,57,0.7719,153,252,0.3929,110,87,0.2644,8,127,0.937,294,62,3.7419,0.3946275270008308,2608,2608,3611,1933,0
97,2012-06-05,929,1766,0.474,342,267,0.2809,101,57,0.7719,154,254,0.3937,112,87,0.2874,8,129,0.938,294,63,3.6667,0.39520132377275236,2623,2623,3626,1940,0
98,2012-06-06,941,1774,0.4696,341,267,0.2772,101,57,0.7719,156,256,0.3906,114,87,0.3103,8,131,0.9389,294,64,3.5938,0.393239901071723,2636,2636,3639,1955,0
99,2012-06-07,950,1783,0.4672,340,268,0.2687,101,57,0.7719,157,258,0.3915,117,88,0.3295,8,133,0.9398,294,65,3.5231,0.3920656634746922,2652,2652,3655,1967,0
100,2012-06-08,956,1792,0.4665,340,269,0.2639,101,58,0.7414,161,260,0.3808,120,88,0.3636,10,135,0.9259,296,66,3.4848,0.3911740670117134,2668,2668,3671,1984,0
101,2012-06-09,966,1800,0.4633,340,269,0.2639,101,58,0.7414,163,263,0.3802,121,89,0.3596,10,137,0.927,296,67,3.4179,0.38958220293000545,2683,2683,3686,1997,0
102,2012-06-10,974,1809,0.4616,340,270,0.2593,101,58,0.7414,164,265,0.3811,124,89,0.3933,10,139,0.9281,296,68,3.3529,0.3893542285868684,2698,2698,3701,2009,0
103,2012-06-11,982,1817,0.4595,340,270,0.2593,101,58,0.7414,168,267,0.3708,124,90,0.3778,10,141,0.9291,296,69,3.2899,0.3873485868102288,2712,2712,3715,2021,0
104,2012-06-12,989,1826,0.4584,340,271,0.2546,99,58,0.7069,171,269,0.3643,123,90,0.3667,11,143,0.9231,296,70,3.2286,0.38498659517426276,2727,2727,3730,2029,0
105,2012-06-13,997,1835,0.4567,340,271,0.2546,99,58,0.7069,176,271,0.3506,123,91,0.3516,11,145,0.9241,296,71,3.169,0.3829105473965287,2742,2742,3745,2042,0
106,2012-06-14,1006,1843,0.4542,340,272,0.25,99,58,0.7069,178,274,0.3504,123,91,0.3516,11,146,0.9247,296,72,3.1111,0.38121840915137006,2756,2756,3759,2053,0
107,2012-06-15,1014,1852,0.4525,339,272,0.2463,98,58,0.6897,185,276,0.3297,123,92,0.337,11,148,0.9257,296,73,3.0548,0.37811340752517225,2771,2771,3774,2066,0
108,2012-06-16,1018,1860,0.4527,339,273,0.2418,98,59,0.661,191,278,0.3129,123,92,0.337,11,150,0.9267,296,74,3.0,0.3763525996305094,2786,2786,3789,2076,0
109,2012-06-17,1029,1869,0.4494,339,273,0.2418,98,59,0.661,193,280,0.3107,123,93,0.3226,11,152,0.9276,296,75,2.9467,0.3743427970557308,2801,2801,3804,2089,0
110,2012-06-18,1039,1878,0.4468,339,274,0.2372,97,59,0.6441,198,282,0.2979,123,93,0.3226,11,154,0.9286,296,76,2.8947,0.3715632364493323,2816,2816,3819,2103,0
111,2012-06-19,1049,1886,0.4438,339,274,0.2372,97,59,0.6441,204,284,0.2817,123,94,0.3085,11,156,0.9295,296,77,2.8442,0.3686407513696843,2830,2830,3833,2119,0
112,2012-06-20,1052,1895,0.4449,339,275,0.2327,97,59,0.6441,209,287,0.2718,123,94,0.3085,12,158,0.9241,295,78,2.7821,0.36762795531306836,2846,2846,3849,2127,0
113,2012-06-21,1060,1903,0.443,339,275,0.2327,97,59,0.6441,214,289,0.2595,123,95,0.2947,12,160,0.925,295,79,2.7342,0.3655190266632151,2860,2860,3863,2140,0
114,2012-06-22,1069,1912,0.4409,339,276,0.2283,97,59,0.6441,217,291,0.2543,123,95,0.2947,12,162,0.9259,295,80,2.6875,0.36384734399174834,2875,2875,3878,2152,0
115,2012-06-23,1078,1921,0.4388,338,276,0.2246,97,60,0.6167,221,293,0.2457,123,96,0.2812,12,164,0.9268,295,81,2.642,0.3613251155624037,2891,2891,3894,2164,0
116,2012-06-24,1084,1929,0.4381,338,277,0.2202,97,60,0.6167,225,295,0.2373,123,96,0.2812,12,166,0.9277,295,82,2.5976,0.36003070624360284,2905,2905,3908,2174,0
117,2012-06-25,1096,1951,0.4382,338,277,0.2202,97,60,0.6167,229,297,0.229,122,97,0.2577,13,168,0.9226,295,83,2.5542,0.3589939024390244,2933,2933,3936,2190,0
118,2012-06-26,1107,1973,0.4389,337,278,0.2122,97,60,0.6167,239,300,0.2033,122,97,0.2577,13,170,0.9235,294,84,2.5,0.35687263556116017,2962,2962,3965,2209,0
119,2012-06-27,1111,1994,0.4428,336,278,0.2086,97,60,0.6167,245,302,0.1887,122,98,0.2449,13,172,0.9244,294,85,2.4588,0.35746492985971945,2989,2989,3992,2218,0
120,2012-06-28,1117,2016,0.4459,336,279,0.2043,97,60,0.6167,253,304,0.1678,122,98,0.2449,13,174,0.9253,294,86,2.4186,0.3574626865671642,3017,3017,4020,2232,0
121,2012-06-29,1133,2038,0.4441,336,279,0.2043,97,60,0.6167,261,306,0.1471,122,99,0.2323,14,176,0.9205,294,87,2.3793,0.3547430830039526,3045,3045,4048,2257,0
122,2012-06-30,1141,2059,0.4458,335,280,0.1964,97,60,0.6167,270,308,0.1234,122,99,0.2323,14,178,0.9213,294,88,2.3409,0.3536196319018405,3072,3072,4075,2273,0
123,2012-07-01,1150,2081,0.4474,333,280,0.1893,97,61,0.5902,276,312,0.1154,122,100,0.22,14,189,0.9259,294,88,2.3409,0.35464268351968886,3111,3111,4114,2286,0
124,2012-07-02,1156,2103,0.4503,333,281,0.1851,96,61,0.5738,289,315,0.0825,122,101,0.2079,14,201,0.9303,294,88,2.3409,0.3549241512159884,3150,3150,4153,2304,0
125,2012-07-03,1163,2125,0.4527,332,281,0.1815,96,61,0.5738,297,319,0.069,126,102,0.2353,16,212,0.9245,296,88,2.3636,0.35743259365306607,3188,3188,4191,2326,0
126,2012-07-04,1171,2146,0.4543,332,282,0.1773,96,61,0.5738,310,323,0.0402,126,103,0.2233,17,224,0.9241,298,88,2.3864,0.35768321513002366,3227,3227,4230,2350,0
127,2012-07-05,1182,2168,0.4548,331,282,0.1738,95,61,0.5574,319,326,0.0215,126,104,0.2115,17,235,0.9277,298,88,2.3864,0.35762831028825876,3264,3264,4267,2368,0
128,2012-07-06,1189,2190,0.4571,331,283,0.1696,95,61,0.5574,328,330,0.0061,126,106,0.1887,17,247,0.9312,298,88,2.3864,0.35863509749303624,3305,3305,4308,2384,0
129,2012-07-07,1195,2211,0.4595,330,283,0.1661,95,61,0.5574,339,333,0.018,126,107,0.1776,17,258,0.9341,298,88,2.3864,0.3621086556169429,3341,3341,4344,2400,0
130,2012-07-08,1205,2233,0.4604,330,284,0.162,95,62,0.5323,357,337,0.0593,126,108,0.1667,17,270,0.937,298,88,2.3864,0.3667046750285063,3382,3382,4385,2428,0
131,2012-07-09,1209,2255,0.4639,330,285,0.1579,95,62,0.5323,365,340,0.0735,126,109,0.156,17,281,0.9395,298,88,2.3864,0.3707890572009948,3420,3420,4423,2440,0
132,2012-07-10,1223,2277,0.4629,330,285,0.1579,95,62,0.5323,381,344,0.1076,126,110,0.1455,17,293,0.942,298,95,2.1368,0.3723428059968673,3466,3466,4469,2470,0
133,2012-07-11,1230,2298,0.4648,330,286,0.1538,95,62,0.5323,393,347,0.1326,126,111,0.1351,18,304,0.9408,298,102,1.9216,0.374030578329271,3510,3510,4513,2490,0
134,2012-07-12,1247,2320,0.4625,329,286,0.1503,95,62,0.5323,406,351,0.1567,126,112,0.125,19,316,0.9399,297,110,1.7,0.3732456140350877,3557,3557,4560,2519,0
135,2012-07-13,1260,2342,0.462,329,287,0.1463,95,62,0.5323,421,352,0.196,126,113,0.115,19,316,0.9399,296,117,1.5299,0.37347560975609756,3589,3589,4592,2546,0
136,2012-07-14,1267,2363,0.4638,329,287,0.1463,95,62,0.5323,436,352,0.2386,126,114,0.1053,20,316,0.9367,295,124,1.379,0.37524345379787927,3618,3618,4621,2568,0
137,2012-07-15,1278,2385,0.4642,329,288,0.1424,95,63,0.5079,454,353,0.2861,126,115,0.0957,20,316,0.9367,295,132,1.2348,0.3761546723952739,3652,3652,4655,2597,0
138,2012-07-16,1284,2385,0.4616,328,288,0.1389,95,63,0.5079,463,354,0.3079,126,116,0.0862,20,316,0.9367,294,139,1.1151,0.37371355060034306,3661,3661,4664,2610,0
139,2012-07-17,1297,2385,0.4562,328,289,0.1349,95,63,0.5079,476,355,0.3408,126,118,0.0678,21,316,0.9335,296,146,1.0274,0.3706951871657754,3672,3672,4675,2639,0
140,2012-07-18,1312,2396,0.4524,327,289,0.1315,95,63,0.5079,485,356,0.3624,125,119,0.0504,22,316,0.9304,297,154,0.9286,0.36754684838160134,3693,3693,4696,2663,0
141,2012-07-19,1322,2406,0.4505,329,290,0.1345,95,63,0.5079,496,357,0.3894,125,120,0.0417,22,316,0.9304,297,161,0.8447,0.3666242578456319,3713,3713,4716,2686,0
142,2012-07-20,1332,2417,0.4489,340,290,0.1724,94,63,0.4921,504,357,0.4118,125,121,0.0331,22,316,0.9304,296,168,0.7619,0.3672650475184794,3732,3732,4735,2713,0
143,2012-07-21,1340,2427,0.4479,340,291,0.1684,94,63,0.4921,508,358,0.419,125,122,0.0246,22,316,0.9304,296,176,0.6818,0.36459209419680405,3753,3753,4756,2725,0
