#time,date,susceptible,exposed,infectious,recovered,dead,immune,num infections today,num hospitalisations today,hospital bed occupancy,num hospitalisations today (data),cum num hospitalisations today,cum num infections today
1,2/3/2020,688815,1505,1170,835,0,0,405,4,19,0.0,4,405
2,3/3/2020,688334,1647,1363,981,0,0,481,1,18,0.0,5,886
3,4/3/2020,687794,1796,1577,1157,1,0,540,2,16,0.0,7,1426
4,5/3/2020,687129,2052,1759,1384,1,0,665,3,17,0.0,10,2091
5,6/3/2020,686420,2318,1948,1638,1,0,709,9,22,0.0,19,2800
6,7/3/2020,685644,2596,2138,1946,1,0,776,12,32,0.0,31,3576
7,8/3/2020,684734,2911,2443,2235,2,0,910,10,39,0.0,41,4486
8,9/3/2020,683688,3319,2716,2600,2,0,1046,8,45,0.0,49,5532
9,10/3/2020,682608,3628,3057,3028,4,0,1081,12,53,0.0,61,6613
10,11/3/2020,681383,4041,3481,3415,5,0,1225,14,66,0.0,75,7838
11,12/3/2020,680064,4456,3856,3944,5,0,1319,10,73,0.0,85,9157
12,13/3/2020,679105,4401,4338,4472,9,0,960,22,90,0.0,107,10117
13,14/3/2020,677971,4474,4765,5105,10,0,1134,21,106,0.0,128,11251
14,15/3/2020,676771,4543,5177,5823,11,0,1200,21,122,0.0,149,12451
15,16/3/2020,675470,4734,5548,6560,13,0,1301,24,136,0.0,173,13752
16,17/3/2020,674399,4679,5800,7431,16,0,1071,44,167,0.0,217,14823
17,18/3/2020,673245,4692,6049,8314,25,0,1154,31,181,0.0,248,15977
18,19/3/2020,672048,4662,6312,9274,29,0,1197,29,196,0.0,277,17174
19,20/3/2020,670771,4801,6406,10315,32,0,1277,42,224,0.0,319,18451
20,21/3/2020,669824,4577,6516,11372,36,0,947,47,261,0.0,366,19398
21,22/3/2020,668860,4357,6577,12488,43,0,964,50,285,0.0,416,20362
22,23/3/2020,667887,4201,6577,13610,50,0,973,55,313,0.0,471,21335
23,24/3/2020,667423,3586,6572,14681,63,0,464,56,332,0.0,527,21799
24,25/3/2020,666937,3065,6463,15788,72,0,486,55,353,0.0,582,22285
25,26/3/2020,666492,2626,6243,16882,82,0,446,58,377,0.0,640,22731
26,27/3/2020,666051,2269,5930,17984,91,0,441,58,401,0.0,698,23172
27,28/3/2020,665622,2033,5482,19083,105,0,429,62,432,0.0,760,23601
28,29/3/2020,665216,1865,4987,20135,122,0,406,68,451,0.0,828,24007
29,30/3/2020,664863,1701,4528,21100,133,0,353,75,471,0.0,903,24360
30,31/3/2020,664528,1570,4098,21978,151,0,335,60,471,0.0,963,24695
31,1/4/2020,664217,1427,3735,22777,169,0,311,59,481,0.0,1022,25006
32,2/4/2020,663971,1280,3429,23464,181,0,246,61,485,0.0,1083,25252
33,3/4/2020,663716,1197,3170,24049,193,0,256,59,496,0.0,1142,25508
34,4/4/2020,663501,1107,2869,24644,204,0,215,59,511,0.0,1201,25723
35,5/4/2020,663294,1010,2632,25174,215,0,207,51,502,0.0,1252,25930
36,6/4/2020,663104,913,2440,25633,235,0,190,40,468,0.0,1292,26120
37,7/4/2020,662898,878,2241,26053,255,0,206,33,438,0.0,1325,26326
38,8/4/2020,662718,800,2087,26443,277,0,180,32,399,0.0,1357,26506
39,9/4/2020,662572,752,1863,26840,298,0,146,27,359,0.0,1384,26652
40,10/4/2020,662421,709,1720,27159,316,0,151,38,343,0.0,1422,26803
41,11/4/2020,662298,669,1575,27453,330,0,124,29,320,0.0,1451,26927
42,12/4/2020,662163,630,1459,27729,344,0,135,21,300,0.0,1472,27062
43,13/4/2020,662029,579,1347,28012,358,0,135,14,256,0.0,1486,27197
44,14/4/2020,661917,532,1254,28250,372,0,112,19,231,0.0,1505,27309
45,15/4/2020,661804,512,1162,28465,382,0,113,20,224,0.0,1525,27422
46,16/4/2020,661708,458,1108,28661,390,0,98,12,201,0.0,1537,27520
47,17/4/2020,661618,422,1020,28868,397,0,90,12,185,0.0,1549,27610
48,18/4/2020,661526,410,937,29049,403,0,93,14,172,0.0,1563,27703
49,19/4/2020,661448,369,882,29209,417,0,78,11,152,0.0,1574,27781
50,20/4/2020,661361,359,812,29369,424,0,87,19,140,0.0,1593,27868
51,21/4/2020,661301,336,752,29508,428,0,60,13,128,0.0,1606,27928
52,22/4/2020,661239,302,720,29628,436,0,62,11,120,0.0,1617,27990
53,23/4/2020,661202,267,665,29750,441,0,37,15,118,0.0,1632,28027
54,24/4/2020,661157,226,622,29874,446,0,45,10,108,0.0,1642,28072
55,25/4/2020,661104,200,600,29970,451,0,53,5,98,0.0,1647,28125
56,26/4/2020,661076,180,525,30089,455,0,28,6,88,0.0,1653,28153
57,27/4/2020,661042,163,479,30183,458,0,35,5,84,0.0,1658,28188
58,28/4/2020,661003,156,447,30259,460,0,39,10,78,0.0,1668,28227
59,29/4/2020,660975,139,397,30351,463,0,29,9,69,0.0,1677,28256
60,30/4/2020,660940,148,345,30427,465,0,35,5,63,0.0,1682,28291
61,1/5/2020,660922,126,317,30492,468,0,18,2,54,0.0,1684,28309
62,2/5/2020,660900,112,294,30544,475,0,22,5,45,0.0,1689,28331
63,3/5/2020,660874,110,258,30607,476,0,26,5,43,0.0,1694,28357
64,4/5/2020,660856,95,249,30648,477,0,18,4,43,0.0,1698,28375
65,5/5/2020,660843,87,227,30691,477,0,13,4,40,0.0,1702,28388
66,6/5/2020,660829,67,206,30743,480,0,14,5,33,0.0,1707,28402
67,7/5/2020,660812,65,177,30791,480,0,17,2,32,0.0,1709,28419
68,8/5/2020,660799,63,156,30826,481,0,13,5,33,0.0,1714,28432
69,9/5/2020,660785,55,151,30852,482,0,14,4,32,0.0,1718,28446
70,10/5/2020,660768,64,129,30880,484,0,17,2,27,0.0,1720,28463
71,11/5/2020,660751,64,126,30900,484,0,17,2,25,0.0,1722,28480
72,12/5/2020,660740,60,116,30925,484,0,11,5,29,0.0,1727,28491
73,13/5/2020,660734,44,121,30941,485,0,6,0,24,0.0,1727,28497
74,14/5/2020,660721,45,116,30958,485,0,13,2,24,0.0,1729,28510
75,15/5/2020,660716,38,112,30972,487,0,5,5,26,0.0,1734,28515
76,16/5/2020,660705,39,91,30999,491,0,12,0,14,0.0,1734,28527
77,17/5/2020,660694,41,84,31015,491,0,11,2,15,0.0,1736,28538
78,18/5/2020,660686,37,82,31029,491,0,8,1,11,0.0,1737,28546
79,19/5/2020,660680,32,80,31042,491,0,6,0,11,0.0,1737,28552
80,20/5/2020,660671,32,69,31061,492,0,9,1,10,0.0,1738,28561
81,21/5/2020,660659,36,63,31074,493,0,12,0,8,0.0,1738,28573
82,22/5/2020,660649,35,63,31085,493,0,10,1,8,0.0,1739,28583
83,23/5/2020,660639,35,63,31095,493,0,10,0,8,0.0,1739,28593
84,24/5/2020,660632,34,57,31109,493,0,7,1,6,0.0,1740,28600
85,25/5/2020,660629,30,56,31114,496,0,4,0,2,0.0,1740,28604
86,26/5/2020,660617,37,48,31127,496,0,12,0,2,0.0,1740,28616
87,27/5/2020,660616,24,56,31133,496,0,1,1,3,0.0,1741,28617
88,28/5/2020,660614,23,53,31139,496,0,2,2,4,0.0,1743,28619
89,29/5/2020,660612,19,49,31149,496,0,2,1,5,0.0,1744,28621
90,30/5/2020,660605,23,43,31158,496,0,8,0,5,0.0,1744,28629
91,31/5/2020,660598,24,41,31166,496,0,7,0,5,0.0,1744,28636
92,1/6/2020,660591,25,40,31173,496,0,8,1,5,0.0,1745,28644
93,2/6/2020,660583,26,39,31181,496,0,8,1,6,0.0,1746,28652
94,3/6/2020,660580,25,37,31187,496,0,3,2,7,0.0,1748,28655
95,4/6/2020,660575,21,45,31188,496,0,7,0,7,0.0,1748,28662
96,5/6/2020,660568,22,49,31190,496,0,7,1,8,0.0,1749,28669
97,6/6/2020,660554,32,43,31200,496,0,14,1,9,0.0,1750,28683
98,7/6/2020,660546,36,42,31204,497,0,11,0,7,0.0,1750,28694
99,8/6/2020,660538,37,42,31211,497,0,8,1,7,0.0,1751,28702
100,9/6/2020,660535,32,46,31215,497,0,3,0,6,0.0,1751,28705
101,10/6/2020,660529,25,55,31219,497,0,7,0,5,0.0,1751,28712
102,11/6/2020,660522,21,59,31226,497,0,8,0,4,0.0,1751,28720
103,12/6/2020,660518,21,53,31236,497,0,4,0,3,0.0,1751,28724
104,13/6/2020,660507,29,50,31242,497,0,13,0,2,0.0,1751,28737
105,14/6/2020,660502,29,47,31250,497,0,5,1,3,0.0,1752,28742
106,15/6/2020,660498,30,38,31262,497,0,5,0,2,0.0,1752,28747
107,16/6/2020,660486,35,36,31270,498,0,12,1,2,0.0,1753,28759
108,17/6/2020,660483,35,36,31273,498,0,7,0,2,0.0,1753,28766
109,18/6/2020,660474,36,39,31278,498,0,11,0,2,0.0,1753,28777
110,19/6/2020,660470,31,41,31285,498,0,6,0,1,0.0,1753,28783
111,20/6/2020,660459,34,47,31286,499,0,12,0,0,0.0,1753,28795
112,21/6/2020,660456,26,55,31289,499,0,4,0,0,0.0,1753,28799
113,22/6/2020,660447,32,53,31294,499,0,12,0,0,0.0,1753,28811
114,23/6/2020,660440,32,53,31301,499,0,7,0,0,0.0,1753,28818
115,24/6/2020,660436,32,53,31305,499,0,7,2,2,0.0,1755,28825
116,25/6/2020,660433,31,52,31310,499,0,6,0,2,0.0,1755,28831
117,26/6/2020,660426,33,48,31319,499,0,8,0,2,0.0,1755,28839
118,27/6/2020,660423,29,50,31324,499,0,6,0,2,0.0,1755,28845
119,28/6/2020,660422,27,49,31328,499,0,7,0,2,0.0,1755,28852
120,29/6/2020,660412,36,39,31339,499,0,13,0,2,0.0,1755,28865
121,30/6/2020,660403,37,41,31345,499,0,9,2,4,0.0,1757,28874
122,1/7/2020,660400,35,43,31348,499,0,6,0,4,0.0,1757,28880
123,2/7/2020,660388,42,45,31351,499,0,13,1,4,0.0,1758,28893
124,3/7/2020,660384,37,48,31357,499,0,5,1,4,0.0,1759,28898
125,4/7/2020,660377,38,49,31362,499,0,9,0,4,0.0,1759,28907
126,5/7/2020,660372,36,53,31365,499,0,10,0,4,0.0,1759,28917
127,6/7/2020,660366,35,58,31367,499,0,10,1,5,0.0,1760,28927
128,7/7/2020,660363,37,54,31372,499,0,7,1,6,0.0,1761,28934
129,8/7/2020,660357,41,47,31379,501,0,9,1,5,0.0,1762,28943
130,9/7/2020,660354,42,46,31382,501,0,12,0,4,0.0,1762,28955
131,10/7/2020,660351,43,43,31387,501,0,8,1,5,0.0,1763,28963
132,11/7/2020,660341,46,51,31386,501,0,16,0,5,0.0,1763,28979
133,12/7/2020,660333,49,53,31389,501,0,13,1,6,0.0,1764,28992
134,13/7/2020,660335,54,52,31382,502,0,11,0,5,0.0,1764,29003
135,14/7/2020,660330,48,60,31385,502,0,12,1,5,0.0,1765,29015
136,15/7/2020,660324,50,59,31390,502,0,13,0,3,0.0,1765,29028
137,16/7/2020,660316,53,64,31390,502,0,14,0,3,0.0,1765,29042
138,17/7/2020,660303,69,66,31385,502,0,26,1,4,0.0,1766,29068
139,18/7/2020,660294,77,65,31387,502,0,21,0,4,0.0,1766,29089
140,19/7/2020,660280,87,64,31392,502,0,21,0,4,0.0,1766,29110
141,20/7/2020,660270,96,61,31395,503,0,23,0,3,0.0,1766,29133
142,21/7/2020,660247,101,77,31397,503,0,28,0,2,0.0,1766,29161
143,22/7/2020,660242,89,89,31402,503,0,16,0,1,0.0,1766,29177
144,23/7/2020,660222,99,95,31406,503,0,29,1,1,0.0,1767,29206
145,24/7/2020,660226,95,102,31399,503,0,13,1,2,0.0,1768,29219
146,25/7/2020,660210,102,105,31405,503,0,27,0,2,0.0,1768,29246
147,26/7/2020,660184,118,110,31410,503,0,39,0,2,0.0,1768,29285
148,27/7/2020,660183,108,115,31416,503,0,15,2,4,0.0,1770,29300
149,28/7/2020,660166,111,119,31426,503,0,30,0,4,0.0,1770,29330
