#time,date,susceptible,exposed,infectious,recovered,dead,immune,num infections today,num hospitalisations today,hospital bed occupancy,num hospitalisations today (data),cum num hospitalisations today,cum num infections today
1,2/3/2020,688176,1507,1192,807,2,0,408,5,17,0.0,5,408
2,3/3/2020,687672,1664,1374,972,2,0,504,1,15,0.0,6,912
3,4/3/2020,687083,1864,1583,1152,2,0,589,6,21,0.0,12,1501
4,5/3/2020,686425,2102,1792,1361,4,0,658,11,29,0.0,23,2159
5,6/3/2020,685621,2414,2057,1584,8,0,804,6,31,0.0,29,2963
6,7/3/2020,684699,2821,2288,1868,8,0,922,18,47,0.0,47,3885
7,8/3/2020,683719,3190,2620,2147,8,0,980,10,56,0.0,57,4865
8,9/3/2020,682606,3646,2877,2547,8,0,1113,12,66,0.0,69,5978
9,10/3/2020,681412,4027,3271,2966,8,0,1194,12,76,0.0,81,7172
10,11/3/2020,680092,4439,3711,3433,9,0,1320,20,94,0.0,101,8492
11,12/3/2020,678689,4825,4198,3962,10,0,1403,13,100,0.0,114,9895
12,13/3/2020,677553,4843,4715,4559,14,0,1136,22,115,0.0,136,11031
13,14/3/2020,676289,4868,5265,5242,20,0,1264,25,124,0.0,161,12295
14,15/3/2020,674922,5047,5729,5964,22,0,1367,25,135,0.0,186,13662
15,16/3/2020,673464,5354,6083,6753,30,0,1459,26,148,0.0,212,15121
16,17/3/2020,672222,5329,6417,7684,32,0,1242,52,184,0.0,264,16363
17,18/3/2020,670919,5350,6679,8702,34,0,1303,26,196,0.0,290,17666
18,19/3/2020,669603,5338,6943,9760,40,0,1316,37,221,0.0,327,18982
19,20/3/2020,668270,5269,7228,10875,42,0,1333,53,261,0.0,380,20315
20,21/3/2020,667282,4919,7337,12094,52,0,989,57,284,0.0,437,21304
21,22/3/2020,666262,4718,7323,13324,57,0,1021,49,302,0.0,486,22325
22,23/3/2020,665268,4467,7366,14518,65,0,994,42,319,0.0,528,23319
23,24/3/2020,664737,3857,7229,15790,71,0,531,56,358,0.0,584,23850
24,25/3/2020,664175,3366,7054,17008,81,0,562,65,387,0.0,649,24412
25,26/3/2020,663649,2894,6801,18249,91,0,526,71,408,0.0,720,24938
26,27/3/2020,663166,2514,6358,19540,106,0,483,58,420,0.0,778,25421
27,28/3/2020,662742,2191,5893,20740,118,0,424,58,437,0.0,836,25845
28,29/3/2020,662328,1997,5331,21901,127,0,414,63,462,0.0,899,26259
29,30/3/2020,661966,1809,4836,22932,141,0,362,67,473,0.0,966,26621
30,31/3/2020,661634,1633,4387,23877,153,0,333,64,484,0.0,1030,26954
31,1/4/2020,661306,1528,3983,24701,166,0,329,64,483,0.0,1094,27283
32,2/4/2020,661010,1416,3613,25463,182,0,297,61,488,0.0,1155,27580
33,3/4/2020,660737,1327,3278,26142,200,0,273,48,478,0.0,1203,27853
34,4/4/2020,660480,1246,2985,26761,212,0,257,44,463,0.0,1247,28110
35,5/4/2020,660253,1153,2763,27284,231,0,227,51,451,0.0,1298,28337
