#time,date,susceptible,exposed,infectious,recovered,dead,immune,num infections today,num hospitalisations today,hospital bed occupancy,num hospitalisations today (data),cum num hospitalisations today,cum num infections today
1,2/3/2020,687916,1684,1273,852,1,0,458,8,29,0.0,8,458
2,3/3/2020,687373,1859,1469,1024,1,0,543,9,37,0.0,17,1001
3,4/3/2020,686791,2021,1646,1266,2,0,582,3,37,0.0,20,1583
4,5/3/2020,686072,2276,1876,1500,2,0,719,6,42,0.0,26,2302
5,6/3/2020,685279,2572,2104,1768,3,0,793,5,44,0.0,31,3095
6,7/3/2020,684412,2814,2421,2074,5,0,867,5,44,0.0,36,3962
7,8/3/2020,683423,3199,2691,2407,6,0,989,17,55,0.0,53,4951
8,9/3/2020,682283,3658,3017,2760,8,0,1140,10,60,0.0,63,6091
9,10/3/2020,681034,4108,3391,3184,9,0,1250,16,71,0.0,79,7341
10,11/3/2020,679652,4551,3860,3653,10,0,1382,15,80,0.0,94,8723
11,12/3/2020,678055,5208,4233,4218,12,0,1598,19,90,0.0,113,10321
12,13/3/2020,676899,5190,4826,4798,13,0,1156,39,126,0.0,152,11477
13,14/3/2020,675613,5255,5394,5449,15,0,1286,16,129,0.0,168,12763
14,15/3/2020,674215,5305,5970,6220,16,0,1398,30,151,0.0,198,14161
15,16/3/2020,672687,5521,6381,7118,19,0,1529,23,164,0.0,221,15690
16,17/3/2020,671494,5359,6756,8095,22,0,1193,35,188,0.0,256,16883
17,18/3/2020,670237,5307,6996,9158,28,0,1257,42,208,0.0,298,18140
18,19/3/2020,668923,5274,7215,10284,30,0,1314,45,241,0.0,343,19454
19,20/3/2020,667574,5258,7389,11468,37,0,1349,47,267,0.0,390,20803
20,21/3/2020,666501,5024,7514,12647,40,0,1073,54,303,0.0,444,21876
21,22/3/2020,665463,4776,7506,13932,49,0,1038,62,329,0.0,506,22914
22,23/3/2020,664389,4634,7426,15221,56,0,1075,61,367,0.0,567,23989
23,24/3/2020,663851,3940,7353,16518,64,0,538,62,393,0.0,629,24527
24,25/3/2020,663286,3375,7265,17727,73,0,566,69,429,0.0,698,25093
25,26/3/2020,662710,2953,6995,18986,82,0,576,78,460,0.0,776,25669
26,27/3/2020,662206,2600,6603,20225,92,0,504,76,495,0.0,852,26173
27,28/3/2020,661737,2325,6159,21402,103,0,469,64,507,0.0,916,26642
28,29/3/2020,661318,2082,5663,22548,115,0,419,61,525,0.0,977,27061
29,30/3/2020,660934,1863,5157,23641,131,0,385,74,543,0.0,1051,27446
30,31/3/2020,660597,1686,4699,24603,141,0,337,58,546,0.0,1109,27783
31,1/4/2020,660252,1547,4258,25511,158,0,345,79,565,0.0,1188,28128
32,2/4/2020,659940,1474,3776,26357,179,0,312,58,536,0.0,1246,28440
33,3/4/2020,659695,1294,3480,27066,191,0,245,60,526,0.0,1306,28685
34,4/4/2020,659453,1188,3172,27708,205,0,242,61,521,0.0,1367,28927
35,5/4/2020,659189,1144,2857,28317,219,0,264,53,502,0.0,1420,29191
36,6/4/2020,658960,1075,2643,28819,229,0,230,58,510,0.0,1478,29421
37,7/4/2020,658782,993,2446,29255,250,0,179,41,492,0.0,1519,29600
38,8/4/2020,658604,896,2291,29663,272,0,178,37,461,0.0,1556,29778
39,9/4/2020,658444,792,2113,30087,290,0,160,37,437,0.0,1593,29938
40,10/4/2020,658295,721,1964,30439,307,0,149,31,405,0.0,1624,30087
41,11/4/2020,658160,642,1804,30794,326,0,135,39,374,0.0,1663,30222
42,12/4/2020,658033,596,1646,31101,350,0,127,22,334,0.0,1685,30349
43,13/4/2020,657911,562,1470,31417,366,0,122,30,307,0.0,1715,30471
44,14/4/2020,657784,534,1346,31677,385,0,127,15,273,0.0,1730,30598
45,15/4/2020,657666,512,1244,31910,394,0,118,22,256,0.0,1752,30716
46,16/4/2020,657570,467,1143,32138,408,0,97,19,234,0.0,1771,30813
47,17/4/2020,657489,434,1052,32328,423,0,82,18,212,0.0,1789,30895
48,18/4/2020,657410,399,955,32526,436,0,79,9,184,0.0,1798,30974
49,19/4/2020,657325,380,876,32698,447,0,86,15,169,0.0,1813,31060
50,20/4/2020,657254,364,787,32867,454,0,72,5,151,0.0,1818,31132
51,21/4/2020,657185,337,730,33011,463,0,69,7,128,0.0,1825,31201
52,22/4/2020,657109,323,681,33144,469,0,76,7,110,0.0,1832,31277
53,23/4/2020,657057,282,636,33274,477,0,52,7,92,0.0,1839,31329
54,24/4/2020,657003,252,590,33401,480,0,54,12,89,0.0,1851,31383
55,25/4/2020,656965,234,545,33499,483,0,38,6,78,0.0,1857,31421
56,26/4/2020,656929,204,503,33603,487,0,36,9,71,0.0,1866,31457
57,27/4/2020,656891,194,455,33698,488,0,38,1,63,0.0,1867,31495
58,28/4/2020,656853,182,439,33763,489,0,38,8,68,0.0,1875,31533
59,29/4/2020,656816,175,404,33840,491,0,37,10,65,0.0,1885,31570
60,30/4/2020,656791,152,376,33915,492,0,25,4,59,0.0,1889,31595
61,1/5/2020,656755,140,353,33980,498,0,36,9,54,0.0,1898,31631
62,2/5/2020,656728,132,309,34055,502,0,29,10,57,0.0,1908,31660
63,3/5/2020,656701,128,276,34115,506,0,28,7,55,0.0,1915,31688
64,4/5/2020,656679,112,256,34173,506,0,22,2,49,0.0,1917,31710
65,5/5/2020,656665,101,235,34217,508,0,14,2,48,0.0,1919,31724
66,6/5/2020,656650,75,232,34256,513,0,15,3,42,0.0,1922,31739
67,7/5/2020,656624,76,206,34306,514,0,26,1,34,0.0,1923,31765
