#time,date,susceptible,exposed,infectious,recovered,dead,immune,num infections today,num hospitalisations today,hospital bed occupancy,num hospitalisations today (data),cum num hospitalisations today,cum num infections today
1,2/3/2020,688121,1567,1267,848,0,0,445,5,24,0.0,5,445
2,3/3/2020,687615,1733,1433,1020,2,0,506,3,23,0.0,8,951
3,4/3/2020,687028,1952,1597,1223,3,0,587,9,29,0.0,17,1538
4,5/3/2020,686331,2202,1813,1452,5,0,697,6,32,0.0,23,2235
5,6/3/2020,685569,2462,2062,1705,5,0,762,12,42,0.0,35,2997
6,7/3/2020,684782,2730,2291,1993,7,0,787,6,45,0.0,41,3784
7,8/3/2020,683810,3065,2593,2327,8,0,972,14,57,0.0,55,4756
8,9/3/2020,682703,3483,2917,2692,8,0,1107,9,64,0.0,64,5863
9,10/3/2020,681558,3849,3304,3083,9,0,1145,19,79,0.0,83,7008
10,11/3/2020,680229,4302,3696,3564,12,0,1330,18,91,0.0,101,8338
11,12/3/2020,678813,4720,4151,4103,16,0,1416,19,103,0.0,120,9754
12,13/3/2020,677710,4781,4594,4698,20,0,1103,20,111,0.0,140,10857
13,14/3/2020,676500,4896,5068,5314,25,0,1211,20,118,0.0,160,12068
14,15/3/2020,675154,5042,5485,6096,26,0,1346,31,142,0.0,191,13414
15,16/3/2020,673797,5124,5986,6868,28,0,1357,28,159,0.0,219,14771
16,17/3/2020,672618,5073,6307,7774,31,0,1179,34,175,0.0,253,15950
17,18/3/2020,671391,5031,6540,8808,33,0,1227,30,192,0.0,283,17177
18,19/3/2020,670149,4985,6754,9878,37,0,1242,39,210,0.0,322,18419
19,20/3/2020,668878,5057,6863,10963,42,0,1271,45,234,0.0,367,19690
20,21/3/2020,667923,4711,7062,12058,49,0,955,40,256,0.0,407,20645
21,22/3/2020,666928,4460,7089,13272,54,0,995,58,289,0.0,465,21640
22,23/3/2020,665919,4301,7036,14486,61,0,1010,46,312,0.0,511,22650
23,24/3/2020,665389,3708,6958,15681,67,0,530,52,343,0.0,563,23180
24,25/3/2020,664894,3176,6792,16867,74,0,495,70,377,0.0,633,23675
25,26/3/2020,664415,2740,6534,18031,83,0,479,73,416,0.0,706,24154
26,27/3/2020,663923,2384,6181,19226,89,0,492,47,416,0.0,753,24646
27,28/3/2020,663482,2115,5766,20341,99,0,442,72,449,0.0,825,25088
28,29/3/2020,663091,1910,5203,21488,111,0,391,65,463,0.0,890,25479
29,30/3/2020,662705,1788,4711,22473,126,0,386,61,478,0.0,951,25865
30,31/3/2020,662348,1668,4264,23384,139,0,358,64,491,0.0,1015,26223
31,1/4/2020,662035,1504,3898,24212,154,0,313,61,488,0.0,1076,26536
32,2/4/2020,661725,1405,3546,24956,171,0,310,62,494,0.0,1138,26846
33,3/4/2020,661426,1328,3276,25585,188,0,299,55,496,0.0,1193,27145
34,4/4/2020,661179,1223,3047,26155,199,0,247,49,491,0.0,1242,27392
35,5/4/2020,660934,1152,2810,26694,213,0,245,44,480,0.0,1286,27637
36,6/4/2020,660713,1085,2584,27191,230,0,221,46,465,0.0,1332,27858
37,7/4/2020,660505,1013,2373,27665,247,0,208,39,433,0.0,1371,28066
38,8/4/2020,660306,937,2229,28059,272,0,200,38,400,0.0,1409,28266
39,9/4/2020,660119,873,2092,28428,291,0,187,41,387,0.0,1450,28453
40,10/4/2020,659958,799,1952,28791,303,0,161,34,361,0.0,1484,28614
41,11/4/2020,659796,746,1821,29125,315,0,163,24,334,0.0,1508,28777
42,12/4/2020,659652,673,1707,29437,334,0,144,32,316,0.0,1540,28921
43,13/4/2020,659528,605,1592,29728,350,0,125,31,297,0.0,1571,29046
44,14/4/2020,659404,568,1463,30001,367,0,124,20,268,0.0,1591,29170
45,15/4/2020,659300,518,1357,30250,378,0,104,25,245,0.0,1616,29274
46,16/4/2020,659190,496,1240,30487,390,0,110,23,230,0.0,1639,29384
47,17/4/2020,659074,486,1129,30720,394,0,116,19,222,0.0,1658,29500
48,18/4/2020,658976,451,1075,30897,404,0,98,13,203,0.0,1671,29598
49,19/4/2020,658878,423,973,31115,414,0,98,20,190,0.0,1691,29696
50,20/4/2020,658771,408,917,31284,423,0,107,10,167,0.0,1701,29803
51,21/4/2020,658700,373,856,31443,431,0,71,10,157,0.0,1711,29874
52,22/4/2020,658613,357,812,31582,439,0,87,8,135,0.0,1719,29961
53,23/4/2020,658563,318,752,31722,448,0,51,8,114,0.0,1727,30012
54,24/4/2020,658519,278,687,31866,453,0,44,10,107,0.0,1737,30056
55,25/4/2020,658481,237,639,31985,461,0,39,4,94,0.0,1741,30095
