Day,Date,Fassala-Mbera sim,Fassala-Mbera data,Fassala-Mbera error,Mentao sim,Mentao data,Mentao error,Bobo-Dioulasso sim,Bobo-Dioulasso data,Bobo-Dioulasso error,Abala sim,Abala data,Abala error,Mangaize sim,Mangaize data,Mangaize error,Niamey sim,Niamey data,Niamey error,Tabareybarey sim,Tabareybarey data,Tabareybarey error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
0,2012-02-29,463,463,0.0,0,0,0.0,0,0,0.0,34,34,0.0,43,43,0.0,0,0,0.0,0,0,0.0,0.0,540,540,1543,540,0
1,2012-03-01,463,482,0.0394,0,0,0.0,0,0,0.0,35,34,0.0294,42,43,0.0233,0,0,0.0,0,0,0.0,0.013444302176696543,559,559,1562,540,0
2,2012-03-02,464,502,0.0757,0,0,0.0,0,0,0.0,35,34,0.0294,42,43,0.0233,0,0,0.0,0,0,0.0,0.025284450063211124,579,579,1582,541,0
3,2012-03-03,464,521,0.1094,0,0,0.0,0,0,0.0,35,33,0.0606,42,43,0.0233,0,0,0.0,0,0,0.0,0.0375,597,597,1600,541,0
4,2012-03-04,465,540,0.1389,0,0,0.0,0,0,0.0,35,33,0.0606,42,43,0.0233,0,0,0.0,0,0,0.0,0.04817788758492897,616,616,1619,542,0
5,2012-03-05,466,560,0.1679,0,0,0.0,0,0,0.0,35,33,0.0606,42,43,0.0233,0,0,0.0,0,0,0.0,0.059182428309945086,636,636,1639,543,0
6,2012-03-06,467,579,0.1934,0,0,0.0,0,0,0.0,35,32,0.0938,42,43,0.0233,0,0,0.0,0,0,0.0,0.0700060350030175,654,654,1657,544,0
7,2012-03-07,466,598,0.2207,0,0,0.0,0,0,0.0,35,32,0.0938,42,43,0.0233,0,0,0.0,0,0,0.0,0.081145584725537,673,673,1676,543,0
8,2012-03-08,466,626,0.2556,0,0,0.0,0,0,0.0,35,32,0.0938,42,43,0.0233,0,0,0.0,0,0,0.0,0.09624413145539906,701,701,1704,543,0
9,2012-03-09,466,653,0.2864,0,0,0.0,0,0,0.0,35,31,0.129,42,43,0.0233,0,0,0.0,0,0,0.0,0.11098265895953757,727,727,1730,543,0
10,2012-03-10,469,680,0.3103,0,0,0.0,0,0,0.0,35,31,0.129,42,43,0.0233,0,0,0.0,0,0,0.0,0.12293682413204325,754,754,1757,546,0
11,2012-03-11,471,707,0.3338,0,0,0.0,0,0,0.0,34,31,0.0968,42,43,0.0233,0,0,0.0,0,0,0.0,0.13452914798206278,781,781,1784,547,0
12,2012-03-12,471,734,0.3583,0,0,0.0,0,0,0.0,34,30,0.1333,42,43,0.0233,0,0,0.0,1,0,0.0,0.14861878453038674,807,807,1810,548,0
13,2012-03-13,475,761,0.3758,0,0,0.0,0,0,0.0,34,30,0.1333,42,43,0.0233,0,0,0.0,1,0,0.0,0.15895481763745237,834,834,1837,552,0
14,2012-03-14,479,789,0.3929,0,0,0.0,0,0,0.0,34,29,0.1724,42,43,0.0233,0,0,0.0,1,0,0.0,0.17006437768240343,861,861,1864,556,0
15,2012-03-15,481,816,0.4105,0,0,0.0,0,0,0.0,34,29,0.1724,42,43,0.0233,0,0,0.0,1,0,0.0,0.1808566895822316,888,888,1891,558,0
16,2012-03-16,485,843,0.4247,0,0,0.0,0,0,0.0,34,29,0.1724,42,43,0.0233,0,0,0.0,1,0,0.0,0.1903023983315954,915,915,1918,562,0
17,2012-03-17,488,870,0.4391,0,0,0.0,0,0,0.0,34,28,0.2143,42,43,0.0233,0,0,0.0,1,0,0.0,0.2006172839506173,941,941,1944,565,0
18,2012-03-18,490,897,0.4537,0,0,0.0,0,0,0.0,34,28,0.2143,42,43,0.0233,0,0,0.0,1,0,0.0,0.21055301877219684,968,968,1971,567,0
19,2012-03-19,492,925,0.4681,0,0,0.0,0,0,0.0,34,28,0.2143,42,43,0.0233,0,0,0.0,1,0,0.0,0.2206103051525763,996,996,1999,569,0
