#time,date,susceptible,exposed,infectious,recovered,dead,immune,num infections today,num hospitalisations today,hospital bed occupancy,num hospitalisations today (data),cum num hospitalisations today,cum num infections today
1,2/3/2020,689619,1880,1375,872,0,0,522,6,23,0.0,6,522
2,3/3/2020,689003,2072,1627,1044,0,0,616,5,28,0.0,11,1138
3,4/3/2020,688314,2278,1880,1273,1,0,689,8,33,0.0,19,1827
4,5/3/2020,687468,2594,2155,1528,1,0,846,8,41,0.0,27,2673
5,6/3/2020,686539,2961,2434,1811,1,0,929,7,47,0.0,34,3602
6,7/3/2020,685533,3347,2723,2140,3,0,1006,7,51,0.0,41,4608
7,8/3/2020,684332,3801,3096,2512,5,0,1201,14,63,0.0,55,5809
8,9/3/2020,683074,4246,3435,2986,5,0,1258,16,76,0.0,71,7067
9,10/3/2020,681678,4689,3860,3512,7,0,1396,10,78,0.0,81,8463
10,11/3/2020,680208,5127,4343,4057,11,0,1470,20,87,0.0,101,9933
11,12/3/2020,678477,5674,4931,4653,11,0,1731,14,99,0.0,115,11664
12,13/3/2020,677162,5677,5535,5358,14,0,1315,19,109,0.0,134,12979
13,14/3/2020,675704,5784,6071,6173,14,0,1458,26,126,0.0,160,14437
14,15/3/2020,674101,5959,6621,7046,19,0,1604,26,137,0.0,186,16041
15,16/3/2020,672300,6327,7075,8022,22,0,1801,33,156,0.0,219,17842
16,17/3/2020,670952,6183,7423,9162,26,0,1348,40,181,0.0,259,19190
17,18/3/2020,669590,5975,7859,10291,31,0,1362,42,207,0.0,301,20552
18,19/3/2020,668049,6012,8059,11592,34,0,1541,46,244,0.0,347,22093
19,20/3/2020,666565,6016,8243,12883,39,0,1484,49,269,0.0,396,23577
20,21/3/2020,665445,5568,8466,14223,44,0,1120,67,316,0.0,463,24697
21,22/3/2020,664307,5216,8541,15632,50,0,1138,60,347,0.0,523,25835
22,23/3/2020,663110,5058,8434,17087,57,0,1197,70,387,0.0,593,27032
23,24/3/2020,662531,4311,8367,18472,65,0,579,61,420,0.0,654,27611
24,25/3/2020,661972,3633,8136,19932,73,0,559,68,446,0.0,722,28170
25,26/3/2020,661434,3092,7747,21394,79,0,538,66,474,0.0,788,28708
26,27/3/2020,660909,2731,7282,22733,91,0,525,68,487,0.0,856,29233
27,28/3/2020,660360,2457,6715,24113,101,0,549,89,522,0.0,945,29782
28,29/3/2020,659866,2288,6103,25367,122,0,494,90,557,0.0,1035,30276
29,30/3/2020,659431,2122,5510,26545,138,0,436,56,554,0.0,1091,30712
30,31/3/2020,659015,2004,4947,27629,151,0,417,83,582,0.0,1174,31129
31,1/4/2020,658632,1844,4555,28545,170,0,383,81,591,0.0,1255,31512
32,2/4/2020,658320,1649,4171,29421,185,0,313,74,598,0.0,1329,31825
33,3/4/2020,658033,1479,3853,30177,204,0,287,76,606,0.0,1405,32112
34,4/4/2020,657735,1359,3539,30881,232,0,298,68,592,0.0,1473,32410
35,5/4/2020,657447,1284,3255,31510,250,0,288,55,564,0.0,1528,32698
36,6/4/2020,657196,1188,3002,32093,267,0,251,57,546,0.0,1585,32949
37,7/4/2020,656988,1107,2762,32597,292,0,208,44,510,0.0,1629,33157
38,8/4/2020,656788,1004,2549,33091,314,0,201,46,487,0.0,1675,33358
39,9/4/2020,656569,969,2351,33525,332,0,220,42,465,0.0,1717,33578
40,10/4/2020,656374,880,2196,33946,350,0,195,30,427,0.0,1747,33773
41,11/4/2020,656236,779,2017,34343,371,0,139,30,393,0.0,1777,33912
42,12/4/2020,656094,708,1823,34732,389,0,142,26,353,0.0,1803,34054
43,13/4/2020,655958,666,1656,35062,404,0,136,29,322,0.0,1832,34190
44,14/4/2020,655833,600,1551,35341,421,0,125,28,296,0.0,1860,34315
45,15/4/2020,655708,559,1422,35624,433,0,125,25,267,0.0,1885,34440
46,16/4/2020,655601,520,1313,35870,442,0,107,22,252,0.0,1907,34547
47,17/4/2020,655501,481,1207,36102,455,0,100,29,243,0.0,1936,34647
48,18/4/2020,655410,442,1134,36296,464,0,92,29,236,0.0,1965,34739
49,19/4/2020,655314,433,1049,36477,473,0,96,20,230,0.0,1985,34835
50,20/4/2020,655236,397,967,36662,484,0,78,19,210,0.0,2004,34913
51,21/4/2020,655161,368,881,36841,495,0,75,20,194,0.0,2024,34988
52,22/4/2020,655092,357,809,36985,503,0,69,7,177,0.0,2031,35057
53,23/4/2020,655052,307,737,37138,512,0,40,14,160,0.0,2045,35097
54,24/4/2020,655002,270,675,37274,525,0,51,4,141,0.0,2049,35148
55,25/4/2020,654953,235,637,37385,536,0,49,11,127,0.0,2060,35197
56,26/4/2020,654923,197,581,37501,544,0,30,11,114,0.0,2071,35227
57,27/4/2020,654880,180,527,37609,550,0,43,8,100,0.0,2079,35270
58,28/4/2020,654847,168,476,37700,555,0,33,9,94,0.0,2088,35303
59,29/4/2020,654822,151,427,37785,561,0,25,8,88,0.0,2096,35328
60,30/4/2020,654787,149,370,37878,562,0,35,5,75,0.0,2101,35363
61,1/5/2020,654764,122,352,37942,566,0,23,5,66,0.0,2106,35386
62,2/5/2020,654736,119,313,38009,569,0,28,5,58,0.0,2111,35414
63,3/5/2020,654715,115,265,38078,573,0,21,8,56,0.0,2119,35435
64,4/5/2020,654698,104,239,38129,576,0,18,2,48,0.0,2121,35453
65,5/5/2020,654678,95,219,38172,582,0,20,4,42,0.0,2125,35473
66,6/5/2020,654664,89,211,38200,582,0,15,5,43,0.0,2130,35488
67,7/5/2020,654650,80,195,38236,585,0,14,7,44,0.0,2137,35502
68,8/5/2020,654635,66,180,38277,588,0,15,2,40,0.0,2139,35517
69,9/5/2020,654625,55,174,38304,588,0,10,1,41,0.0,2140,35527
70,10/5/2020,654612,55,153,38338,588,0,13,3,37,0.0,2143,35540
71,11/5/2020,654600,52,142,38360,592,0,12,1,28,0.0,2144,35552
72,12/5/2020,654588,54,122,38389,593,0,12,2,27,0.0,2146,35564
73,13/5/2020,654568,63,106,38414,595,0,20,2,24,0.0,2148,35584
74,14/5/2020,654555,60,108,38428,595,0,13,4,26,0.0,2152,35597
75,15/5/2020,654540,62,101,38448,595,0,15,0,25,0.0,2152,35612
76,16/5/2020,654529,55,98,38468,596,0,11,3,23,0.0,2155,35623
77,17/5/2020,654519,54,95,38481,597,0,10,3,22,0.0,2158,35633
78,18/5/2020,654508,52,102,38486,598,0,11,1,21,0.0,2159,35644
79,19/5/2020,654493,46,109,38500,598,0,15,2,22,0.0,2161,35659
80,20/5/2020,654483,41,105,38517,600,0,10,1,19,0.0,2162,35669
81,21/5/2020,654471,43,98,38533,601,0,12,0,15,0.0,2162,35681
82,22/5/2020,654463,41,91,38549,602,0,8,2,13,0.0,2164,35689
83,23/5/2020,654455,38,86,38565,602,0,8,2,14,0.0,2166,35697
84,24/5/2020,654448,35,80,38580,603,0,9,1,13,0.0,2167,35706
85,25/5/2020,654442,35,71,38595,603,0,7,0,11,0.0,2167,35713
86,26/5/2020,654438,33,62,38610,603,0,5,0,8,0.0,2167,35718
87,27/5/2020,654433,29,59,38621,604,0,6,1,7,0.0,2168,35724
88,28/5/2020,654425,28,56,38633,604,0,9,1,8,0.0,2169,35733
89,29/5/2020,654413,35,47,38645,606,0,13,2,7,0.0,2171,35746
90,30/5/2020,654406,33,49,38652,606,0,7,1,6,0.0,2172,35753
91,31/5/2020,654395,35,47,38663,606,0,11,1,6,0.0,2173,35764
92,1/6/2020,654393,30,42,38675,606,0,2,0,6,0.0,2173,35766
93,2/6/2020,654386,29,45,38680,606,0,8,0,6,0.0,2173,35774
94,3/6/2020,654382,24,48,38686,606,0,4,0,5,0.0,2173,35778
95,4/6/2020,654372,27,43,38698,606,0,10,0,5,0.0,2173,35788
96,5/6/2020,654362,29,49,38700,606,0,11,0,5,0.0,2173,35799
97,6/6/2020,654354,30,48,38708,606,0,8,0,4,0.0,2173,35807
98,7/6/2020,654350,27,48,38715,606,0,4,0,2,0.0,2173,35811
99,8/6/2020,654343,27,42,38728,606,0,7,0,1,0.0,2173,35818
100,9/6/2020,654335,27,44,38734,606,0,9,0,1,0.0,2173,35827
101,10/6/2020,654333,21,41,38745,606,0,2,1,2,0.0,2174,35829
102,11/6/2020,654325,25,41,38749,606,0,9,0,1,0.0,2174,35838
103,12/6/2020,654320,27,38,38755,606,0,7,0,1,0.0,2174,35845
104,13/6/2020,654312,28,41,38759,606,0,9,0,1,0.0,2174,35854
105,14/6/2020,654308,22,46,38764,606,0,5,1,2,0.0,2175,35859
106,15/6/2020,654300,26,43,38771,606,0,9,1,3,0.0,2176,35868
107,16/6/2020,654292,31,32,38785,606,0,8,1,4,0.0,2177,35876
108,17/6/2020,654289,28,35,38788,606,0,6,0,4,0.0,2177,35882
109,18/6/2020,654281,34,37,38788,606,0,11,0,3,0.0,2177,35893
110,19/6/2020,654272,37,39,38792,606,0,10,0,3,0.0,2177,35903
111,20/6/2020,654267,41,37,38795,606,0,6,0,3,0.0,2177,35909
112,21/6/2020,654259,44,41,38795,607,0,10,0,2,0.0,2177,35919
113,22/6/2020,654250,35,53,38801,607,0,10,0,2,0.0,2177,35929
114,23/6/2020,654241,40,48,38810,607,0,11,0,2,0.0,2177,35940
115,24/6/2020,654232,42,53,38812,607,0,13,0,2,0.0,2177,35953
116,25/6/2020,654221,37,67,38814,607,0,12,1,3,0.0,2178,35965
117,26/6/2020,654211,39,70,38819,607,0,12,3,6,0.0,2181,35977
118,27/6/2020,654202,44,69,38824,607,0,13,0,5,0.0,2181,35990
119,28/6/2020,654190,48,70,38831,607,0,12,1,5,0.0,2182,36002
120,29/6/2020,654182,49,71,38837,607,0,10,2,7,0.0,2184,36012
121,30/6/2020,654179,45,73,38841,608,0,7,0,5,0.0,2184,36019
122,1/7/2020,654175,38,75,38850,608,0,8,1,6,0.0,2185,36027
123,2/7/2020,654166,43,70,38859,608,0,13,2,8,0.0,2187,36040
124,3/7/2020,654159,47,70,38862,608,0,12,1,9,0.0,2188,36052
125,4/7/2020,654154,44,75,38864,609,0,11,2,9,0.0,2190,36063
126,5/7/2020,654150,44,71,38872,609,0,12,0,9,0.0,2190,36075
127,6/7/2020,654143,42,72,38880,609,0,12,0,9,0.0,2190,36087
128,7/7/2020,654143,44,69,38881,609,0,12,0,7,0.0,2190,36099
129,8/7/2020,654138,41,71,38887,609,0,8,2,9,0.0,2192,36107
130,9/7/2020,654129,46,68,38894,609,0,13,1,9,0.0,2193,36120
131,10/7/2020,654129,43,69,38896,609,0,10,0,7,0.0,2193,36130
132,11/7/2020,654123,40,71,38902,610,0,11,0,5,0.0,2193,36141
133,12/7/2020,654116,45,69,38906,610,0,15,0,4,0.0,2193,36156
134,13/7/2020,654116,46,61,38913,610,0,10,0,3,0.0,2193,36166
135,14/7/2020,654121,39,65,38911,610,0,7,1,3,0.0,2194,36173
136,15/7/2020,654106,52,61,38917,610,0,22,1,4,0.0,2195,36195
137,16/7/2020,654098,58,62,38918,610,0,15,0,4,0.0,2195,36210
138,17/7/2020,654096,64,65,38911,610,0,17,0,4,0.0,2195,36227
139,18/7/2020,654081,71,70,38912,612,0,23,0,2,0.0,2195,36250
140,19/7/2020,654081,69,77,38907,612,0,13,0,2,0.0,2195,36263
141,20/7/2020,654072,71,81,38910,612,0,23,1,3,0.0,2196,36286
142,21/7/2020,654066,77,87,38903,613,0,22,2,4,0.0,2198,36308
143,22/7/2020,654057,81,94,38901,613,0,23,2,6,0.0,2200,36331
144,23/7/2020,654042,95,95,38901,613,0,31,1,7,0.0,2201,36362
145,24/7/2020,654039,89,102,38903,613,0,15,2,9,0.0,2203,36377
146,25/7/2020,654022,93,111,38907,613,0,28,1,9,0.0,2204,36405
147,26/7/2020,654012,101,116,38904,613,0,27,0,8,0.0,2204,36432
148,27/7/2020,654014,96,126,38897,613,0,17,0,8,0.0,2204,36449
149,28/7/2020,654003,95,137,38898,613,0,29,0,7,0.0,2204,36478
150,29/7/2020,653987,93,154,38899,613,0,29,1,8,0.0,2205,36507
151,30/7/2020,653991,99,153,38888,615,0,23,3,9,0.0,2208,36530
152,31/7/2020,653987,101,151,38891,616,0,24,1,9,0.0,2209,36554
153,1/8/2020,653980,104,144,38902,616,0,26,1,10,0.0,2210,36580
154,2/8/2020,653989,100,130,38909,618,0,17,2,9,0.0,2212,36597
155,3/8/2020,653986,99,140,38903,618,0,29,1,9,0.0,2213,36626
156,4/8/2020,653980,102,140,38906,618,0,32,2,11,0.0,2215,36658
157,5/8/2020,653970,120,139,38899,618,0,36,3,12,0.0,2218,36694
158,6/8/2020,653961,121,149,38895,620,0,38,0,8,0.0,2218,36732
159,7/8/2020,653952,125,154,38895,620,0,32,1,9,0.0,2219,36764
160,8/8/2020,653936,135,163,38892,620,0,38,1,9,0.0,2220,36802
161,9/8/2020,653959,128,164,38875,620,0,22,1,10,0.0,2221,36824
162,10/8/2020,653974,116,175,38861,620,0,22,2,9,0.0,2223,36846
163,11/8/2020,653954,127,179,38866,620,0,43,1,9,0.0,2224,36889
164,12/8/2020,653971,121,178,38856,620,0,27,4,13,0.0,2228,36916
165,13/8/2020,653957,143,169,38857,620,0,41,0,12,0.0,2228,36957
166,14/8/2020,653958,146,177,38845,620,0,38,3,14,0.0,2231,36995
167,15/8/2020,653943,160,188,38835,620,0,54,1,14,0.0,2232,37049
168,16/8/2020,653940,176,186,38822,622,0,45,2,12,0.0,2234,37094
169,17/8/2020,653942,165,203,38811,625,0,45,2,10,0.0,2236,37139
170,18/8/2020,653928,175,211,38807,625,0,51,1,11,0.0,2237,37190
171,19/8/2020,653935,173,239,38773,626,0,52,1,11,0.0,2238,37242
172,20/8/2020,653928,190,244,38758,626,0,56,0,10,0.0,2238,37298
173,21/8/2020,653919,206,245,38749,627,0,61,0,6,0.0,2238,37359
174,22/8/2020,653926,225,248,38720,627,0,53,3,8,0.0,2241,37412
175,23/8/2020,653924,231,267,38696,628,0,62,3,9,0.0,2244,37474
176,24/8/2020,653933,229,272,38684,628,0,38,1,8,0.0,2245,37512
177,25/8/2020,653910,225,298,38685,628,0,63,0,7,0.0,2245,37575
178,26/8/2020,653907,216,329,38666,628,0,61,2,9,0.0,2247,37636
179,27/8/2020,653899,230,323,38666,628,0,63,1,10,0.0,2248,37699
180,28/8/2020,653893,245,320,38660,628,0,64,1,10,0.0,2249,37763
181,29/8/2020,653889,257,314,38658,628,0,61,1,11,0.0,2250,37824
182,30/8/2020,653903,246,338,38629,630,0,61,6,14,0.0,2256,37885
183,31/8/2020,653924,247,336,38607,632,0,63,4,14,0.0,2260,37948
184,1/9/2020,653922,265,339,38588,632,0,75,3,17,0.0,2263,38023
185,2/9/2020,653918,267,340,38588,633,0,67,2,17,0.0,2265,38090
186,3/9/2020,653910,279,338,38586,633,0,68,6,23,0.0,2271,38158
187,4/9/2020,653931,253,366,38560,636,0,62,4,22,0.0,2275,38220
188,5/9/2020,653956,246,384,38523,637,0,65,5,25,0.0,2280,38285
189,6/9/2020,653973,256,382,38498,637,0,66,5,30,0.0,2285,38351
190,7/9/2020,653980,268,391,38469,638,0,78,3,29,0.0,2288,38429
191,8/9/2020,653976,268,398,38465,639,0,68,2,30,0.0,2290,38497
192,9/9/2020,653984,275,395,38453,639,0,73,2,30,0.0,2292,38570
193,10/9/2020,654010,275,403,38417,641,0,72,5,32,0.0,2297,38642
194,11/9/2020,654011,270,409,38413,643,0,66,3,28,0.0,2300,38708
195,12/9/2020,654025,275,409,38394,643,0,77,4,29,0.0,2304,38785
196,13/9/2020,654047,277,406,38371,645,0,68,5,30,0.0,2309,38853
197,14/9/2020,654082,277,416,38327,644,0,70,5,32,0.0,2314,38923
198,15/9/2020,654062,302,413,38324,645,0,97,3,31,0.0,2317,39020
199,16/9/2020,654077,317,411,38295,646,0,83,7,33,0.0,2324,39103
200,17/9/2020,654123,319,408,38250,646,0,71,4,33,0.0,2328,39174
201,18/9/2020,654171,302,425,38201,647,0,71,4,32,0.0,2332,39245
